Unnamed: 0,Player,2015/16,2015/16(*)
1.0,Kobe Bryant,"$25,000,000","$31,963,580"
2.0,LeBron James,"$22,970,500","$29,368,777"
3.0,Carmelo Anthony,"$22,875,000","$29,246,676"
4.0,Dwight Howard,"$22,359,364","$28,587,413"
5.0,Joe Johnson,"$22,309,344","$28,523,459"
6.0,Chris Bosh,"$22,192,730","$28,374,364"
7.0,Kevin Durant,"$21,971,850","$28,091,960"
8.0,Chris Paul,"$21,468,695","$27,448,654"
9.0,Derrick Rose,"$20,093,064","$25,689,851"
10.0,Dwyane Wade,"$20,000,000","$25,570,864"
11.0,Brook Lopez,"$19,689,000","$25,173,237"
11.0,Kevin Love,"$19,689,000","$25,173,237"
11.0,DeAndre Jordan,"$19,689,000","$25,173,237"
11.0,Marc Gasol,"$19,689,000","$25,173,237"
11.0,LaMarcus Aldridge,"$19,689,000","$25,173,237"
16.0,Blake Griffin,"$18,862,876","$24,117,002"
17.0,Paul Millsap,"$18,671,659","$23,872,523"
18.0,David Lee,"$17,120,776","$21,889,651"
19.0,Paul George,"$16,900,000","$21,607,380"
20.0,Russell Westbrook,"$16,744,218","$21,408,206"
21.0,Jimmy Butler,"$16,407,500","$20,977,698"
21.0,Kyrie Irving,"$16,407,500","$20,977,698"
21.0,Wesley Matthews,"$16,407,500","$20,977,698"
21.0,Greg Monroe,"$16,407,500","$20,977,698"
21.0,Enes Kanter,"$16,407,500","$20,977,698"
21.0,Kawhi Leonard,"$16,407,500","$20,977,698"
27.0,Tobias Harris,"$16,000,000","$20,456,691"
28.0,James Harden,"$15,719,062","$20,097,500"
29.0,Roy Hibbert,"$15,514,031","$19,835,359"
29.0,Eric Gordon,"$15,514,031","$19,835,359"
31.0,Klay Thompson,"$15,501,000","$19,818,698"
32.0,Gordon Hayward,"$15,409,570","$19,701,801"
33.0,Chandler Parsons,"$15,361,500","$19,640,341"
34.0,Goran Dragic,"$14,783,000","$18,900,704"
35.0,DeMarcus Cousins,"$14,728,844","$18,831,463"
35.0,John Wall,"$14,728,844","$18,831,463"
37.0,Khris Middleton,"$14,700,000","$18,794,585"
38.0,Draymond Green,"$14,260,870","$18,233,138"
39.0,Tristan Thompson,"$14,260,000","$18,232,026"
40.0,Danilo Gallinari,"$14,000,000","$17,899,605"
41.0,Reggie Jackson,"$13,913,044","$17,788,428"
42.0,DeMarre Carroll,"$13,600,000","$17,388,187"
43.0,Al Jefferson,"$13,500,000","$17,260,333"
43.0,Eric Bledsoe,"$13,500,000","$17,260,333"
43.0,Brandon Knight,"$13,500,000","$17,260,333"
46.0,Tony Parker,"$13,437,500","$17,180,424"
47.0,Joakim Noah,"$13,400,000","$17,132,479"
48.0,JaVale McGee,"$13,270,964","$16,967,500"
49.0,Tyson Chandler,"$13,000,000","$16,621,062"
49.0,Nenê,"$13,000,000","$16,621,062"
51.0,Ricky Rubio,"$12,700,000","$16,237,499"
52.0,Robin Lopez,"$12,650,000","$16,173,571"
53.0,Ty Lawson,"$12,444,552","$15,910,896"
54.0,Rudy Gay,"$12,403,101","$15,857,900"
55.0,Serge Ibaka,"$12,250,000","$15,662,154"
56.0,Nikola Pekovic,"$12,100,000","$15,470,373"
57.0,Al Horford,"$12,000,000","$15,342,518"
57.0,Amir Johnson,"$12,000,000","$15,342,518"
57.0,Kemba Walker,"$12,000,000","$15,342,518"
57.0,Andrew Bogut,"$12,000,000","$15,342,518"
57.0,Kyle Lowry,"$12,000,000","$15,342,518"
57.0,Derrick Favors,"$12,000,000","$15,342,518"
63.0,Nicolas Batum,"$11,860,750","$15,164,481"
64.0,Andre Iguodala,"$11,710,456","$14,972,324"
65.0,Stephen Curry,"$11,370,786","$14,538,041"
66.0,Nikola Vucevic,"$11,250,000","$14,383,611"
67.0,Thaddeus Young,"$11,235,955","$14,365,654"
67.0,Kenneth Faried,"$11,235,955","$14,365,654"
69.0,Marcin Gortat,"$11,217,391","$14,341,919"
70.0,Jrue Holiday,"$11,000,000","$14,063,975"
71.0,Deron Williams,"$10,853,761","$13,877,001"
72.0,Tyreke Evans,"$10,734,586","$13,724,632"
73.0,Wilson Chandler,"$10,449,438","$13,360,058"
74.0,Monta Ellis,"$10,300,000","$13,168,995"
75.0,Anderson Varejao,"$10,158,574","$12,988,175"
76.0,Luol Deng,"$10,151,612","$12,979,274"
77.0,Gerald Wallace,"$10,105,855","$12,920,772"
78.0,Zach Randolph,"$10,000,000","$12,785,432"
78.0,Danny Green,"$10,000,000","$12,785,432"
80.0,Mike Conley,"$9,680,000","$12,376,298"
81.0,Rajon Rondo,"$9,500,000","$12,146,160"
81.0,DeMar DeRozan,"$9,500,000","$12,146,160"
83.0,Alec Burks,"$9,213,484","$11,779,837"
84.0,Omer Asik,"$9,213,483","$11,779,836"
85.0,Jeff Green,"$9,200,000","$11,762,597"
86.0,Lance Stephenson,"$9,000,000","$11,506,889"
87.0,Iman Shumpert,"$8,988,765","$11,492,524"
88.0,Tiago Splitter,"$8,500,000","$10,867,617"
88.0,Taj Gibson,"$8,500,000","$10,867,617"
88.0,Kevin Garnett,"$8,500,000","$10,867,617"
88.0,Ryan Anderson,"$8,500,000","$10,867,617"
92.0,Brandon Jennings,"$8,344,497","$10,668,800"
93.0,Dirk Nowitzki,"$8,333,333","$10,654,526"
94.0,Corey Brewer,"$8,229,375","$10,521,611"
95.0,Trevor Ariza,"$8,200,000","$10,484,054"
96.0,Channing Frye,"$8,193,029","$10,475,141"
97.0,Al-Farouq Aminu,"$8,042,895","$10,283,188"
98.0,Jeff Teague,"$8,000,000","$10,228,345"
98.0,George Hill,"$8,000,000","$10,228,345"
98.0,OJ Mayo,"$8,000,000","$10,228,345"
98.0,Arron Afflalo,"$8,000,000","$10,228,345"
98.0,Markieff Morris,"$8,000,000","$10,228,345"
103.0,Ersan Ilyasova,"$7,900,000","$10,100,491"
104.0,Avery Bradley,"$7,730,337","$9,883,570"
105.0,Kosta Koufos,"$7,700,000","$9,844,782"
106.0,Boris Diaw,"$7,500,000","$9,589,074"
107.0,Pau Gasol,"$7,448,760","$9,523,561"
108.0,Jose Calderon,"$7,402,812","$9,464,815"
109.0,Kevin Martin,"$7,402,474","$9,464,382"
110.0,JJ Redick,"$7,085,000","$9,058,478"
111.0,Anthony Davis,"$7,070,730","$9,040,233"
112.0,Marvin Williams,"$7,000,000","$8,949,802"
112.0,Rodney Stuckey,"$7,000,000","$8,949,802"
112.0,Louis Williams,"$7,000,000","$8,949,802"
112.0,Cory Joseph,"$7,000,000","$8,949,802"
116.0,Ed Davis,"$6,980,802","$8,925,257"
117.0,Isaiah Thomas,"$6,912,869","$8,838,401"
118.0,Josh Smith,"$6,830,916","$8,733,621"
119.0,Jae Crowder,"$6,796,117","$8,689,129"
120.0,Jason Thompson,"$6,752,729","$8,633,655"
121.0,Carl Landry,"$6,750,000","$8,630,166"
122.0,Greivis Vasquez,"$6,600,000","$8,438,385"
123.0,Aron Baynes,"$6,500,000","$8,310,531"
124.0,Patrick Beverley,"$6,486,486","$8,293,252"
125.0,Michael Kidd-Gilchrist,"$6,331,403","$8,094,972"
126.0,Jarrett Jack,"$6,300,000","$8,054,822"
127.0,Jodie Meeks,"$6,270,000","$8,016,466"
128.0,Patrick Patterson,"$6,268,675","$8,014,772"
129.0,Marco Belinelli,"$6,060,606","$7,748,746"
130.0,Gerald Henderson,"$6,000,000","$7,671,259"
131.0,Andrew Wiggins,"$5,758,680","$7,362,721"
132.0,Kyle Korver,"$5,746,479","$7,347,121"
133.0,Martell Webster,"$5,713,500","$7,304,956"
134.0,Karl-Anthony Towns,"$5,703,600","$7,292,299"
135.0,Bradley Beal,"$5,694,673","$7,280,885"
136.0,Courtney Lee,"$5,675,000","$7,255,732"
136.0,Jamal Crawford,"$5,675,000","$7,255,732"
138.0,JJ Hickson,"$5,583,413","$7,138,634"
139.0,Spencer Hawes,"$5,543,725","$7,087,892"
139.0,Nikola Mirotic,"$5,543,725","$7,087,892"
139.0,Shaun Livingston,"$5,543,725","$7,087,892"
139.0,Josh McRoberts,"$5,543,725","$7,087,892"
143.0,Mirza Teletovic,"$5,500,000","$7,031,987"
143.0,PJ Tucker,"$5,500,000","$7,031,987"
145.0,Brandan Wright,"$5,464,000","$6,985,960"
146.0,Chase Budinger,"$5,258,082","$6,722,684"
147.0,Tim Duncan,"$5,250,000","$6,712,351"
148.0,Nick Young,"$5,219,169","$6,672,933"
149.0,Zaza Pachulia,"$5,200,000","$6,648,424"
150.0,Victor Oladipo,"$5,192,520","$6,638,861"
151.0,Jabari Parker,"$5,152,440","$6,587,617"
152.0,Dion Waiters,"$5,138,430","$6,569,704"
153.0,D'Angelo Russell,"$5,103,120","$6,524,559"
154.0,Darren Collison,"$5,013,559","$6,410,051"
155.0,Jonas Jerebko,"$5,000,000","$6,392,716"
155.0,JR Smith,"$5,000,000","$6,392,716"
155.0,Marcus Morris,"$5,000,000","$6,392,716"
155.0,Chris Andersen,"$5,000,000","$6,392,716"
155.0,Tony Allen,"$5,000,000","$6,392,716"
155.0,Larry Sanders,"$5,000,000","$6,392,716"
155.0,CJ Watson,"$5,000,000","$6,392,716"
155.0,Chris Kaman,"$5,000,000","$6,392,716"
163.0,Timofey Mozgov,"$4,950,000","$6,328,789"
164.0,Mike Dunleavy,"$4,837,500","$6,184,952"
165.0,Trevor Booker,"$4,775,000","$6,105,043"
166.0,Otto Porter,"$4,662,960","$5,961,795"
167.0,Jonas Valanciunas,"$4,660,482","$5,958,627"
168.0,Joel Embiid,"$4,626,960","$5,915,768"
169.0,Anthony Bennett,"$4,597,276","$5,877,815"
170.0,Jahlil Okafor,"$4,582,680","$5,859,154"
171.0,Raymond Felton,"$4,540,000","$5,804,586"
172.0,Alexis Ajinca,"$4,539,607","$5,804,083"
173.0,Kyle Singler,"$4,500,000","$5,753,444"
174.0,Kris Humphries,"$4,440,000","$5,676,731"
175.0,Derrick Williams,"$4,400,000","$5,625,590"
176.0,CJ Miles,"$4,394,225","$5,618,206"
177.0,Mike Miller,"$4,354,127","$5,566,939"
178.0,Jameer Nelson,"$4,345,000","$5,555,270"
179.0,Mario Chalmers,"$4,300,000","$5,497,735"
179.0,Jason Smith,"$4,300,000","$5,497,735"
181.0,Jose Juan Barea,"$4,290,000","$5,484,950"
182.0,Jared Dudley,"$4,250,000","$5,433,808"
183.0,Damian Lillard,"$4,236,286","$5,416,274"
184.0,Cody Zeller,"$4,204,200","$5,375,251"
185.0,Aaron Gordon,"$4,171,680","$5,333,673"
186.0,Kristaps Porzingis,"$4,131,720","$5,282,582"
187.0,Vince Carter,"$4,088,019","$5,226,709"
188.0,Devin Harris,"$4,053,446","$5,182,505"
189.0,Thabo Sefolosha,"$4,000,000","$5,114,172"
189.0,Ian Mahinmi,"$4,000,000","$5,114,172"
189.0,Jordan Hill,"$4,000,000","$5,114,172"
189.0,Alan Anderson,"$4,000,000","$5,114,172"
193.0,Nemanja Bjelica,"$3,950,000","$5,050,245"
194.0,Harrison Barnes,"$3,873,398","$4,952,306"
195.0,Marreese Speights,"$3,815,500","$4,878,281"
196.0,Alex Len,"$3,807,120","$4,867,567"
197.0,Dante Exum,"$3,777,720","$4,829,978"
198.0,Steve Novak,"$3,758,017","$4,804,786"
199.0,Kyle O'Quinn,"$3,750,000","$4,794,537"
199.0,Nick Collison,"$3,750,000","$4,794,537"
201.0,Mario Hezonja,"$3,741,480","$4,783,643"
202.0,Terrence Ross,"$3,553,917","$4,543,836"
203.0,Lavoy Allen,"$3,550,000","$4,538,828"
204.0,Matt Barnes,"$3,542,500","$4,529,239"
205.0,Will Barton,"$3,533,333","$4,517,518"
206.0,Nerlens Noel,"$3,457,800","$4,420,946"
207.0,Marcus Smart,"$3,431,040","$4,386,732"
208.0,Evan Turner,"$3,425,510","$4,379,662"
208.0,Bojan Bogdanovic,"$3,425,510","$4,379,662"
210.0,Willie Cauley-Stein,"$3,398,280","$4,344,847"
211.0,Quincy Pondexter,"$3,382,023","$4,324,062"
212.0,Paul Pierce,"$3,376,000","$4,316,361"
213.0,Anthony Morrow,"$3,344,000","$4,275,448"
214.0,Mike Scott,"$3,333,333","$4,261,810"
215.0,Drew Gooden,"$3,300,000","$4,219,192"
216.0,Andre Drummond,"$3,272,090","$4,183,508"
217.0,Norris Cole,"$3,203,780","$4,096,171"
218.0,Patrick Mills,"$3,200,000","$4,091,338"
219.0,KJ McDaniels,"$3,189,794","$4,078,289"
220.0,Ben McLemore,"$3,156,600","$4,035,849"
221.0,Randy Foye,"$3,135,000","$4,008,233"
222.0,Julius Randle,"$3,132,240","$4,004,704"
223.0,Austin Rivers,"$3,110,796","$3,977,287"
224.0,Emmanuel Mudiay,"$3,102,240","$3,966,347"
225.0,Meyers Leonard,"$3,075,879","$3,932,644"
226.0,Jeremy Lamb,"$3,034,356","$3,879,555"
227.0,DJ Augustin,"$3,000,000","$3,835,629"
227.0,Anthony Tolliver,"$3,000,000","$3,835,629"
227.0,Brandon Bass,"$3,000,000","$3,835,629"
227.0,Jerryd Bayless,"$3,000,000","$3,835,629"
231.0,Toney Douglas,"$2,971,568","$3,799,277"
232.0,John Henson,"$2,943,220","$3,763,034"
233.0,Luis Scola,"$2,900,000","$3,707,775"
234.0,Moe Harkless,"$2,894,058","$3,700,178"
235.0,Kentavious Caldwell-Pope,"$2,891,760","$3,697,240"
236.0,Kirk Hinrich,"$2,870,000","$3,669,419"
237.0,Nik Stauskas,"$2,869,440","$3,668,703"
238.0,Udonis Haslem,"$2,854,940","$3,650,164"
238.0,Brian Roberts,"$2,854,940","$3,650,164"
240.0,Dante Cunningham,"$2,850,000","$3,643,848"
241.0,Stanley Johnson,"$2,841,960","$3,633,568"
242.0,Omri Casspi,"$2,836,186","$3,626,186"
243.0,Darrell Arthur,"$2,814,000","$3,597,820"
243.0,Kevin Seraphin,"$2,814,000","$3,597,820"
243.0,Sonny Weems,"$2,814,000","$3,597,820"
243.0,Manu Ginobili,"$2,814,000","$3,597,820"
243.0,Bismack Biyombo,"$2,814,000","$3,597,820"
248.0,Tibor Pleiss,"$2,700,000","$3,452,066"
249.0,Furkan Aldemir,"$2,683,841","$3,431,406"
250.0,Trey Burke,"$2,658,240","$3,398,674"
251.0,Noah Vonleh,"$2,637,720","$3,372,439"
252.0,Tyler Zeller,"$2,616,975","$3,345,915"
253.0,Frank Kaminsky,"$2,612,520","$3,340,219"
254.0,CJ McCollum,"$2,525,160","$3,228,526"
255.0,Elfrid Payton,"$2,505,720","$3,203,671"
256.0,Joel Anthony,"$2,500,000","$3,196,358"
256.0,Leandro Barbosa,"$2,500,000","$3,196,358"
256.0,James Johnson,"$2,500,000","$3,196,358"
259.0,Terrence Jones,"$2,489,529","$3,182,970"
260.0,Justise Winslow,"$2,481,720","$3,172,986"
261.0,Shelvin Mack,"$2,433,333","$3,111,121"
262.0,Michael Carter-Williams,"$2,399,040","$3,067,276"
263.0,Andrew Nicholson,"$2,380,593","$3,043,691"
264.0,Doug McDermott,"$2,380,440","$3,043,495"
265.0,Tony Wroten,"$2,346,760","$3,000,433"
266.0,Jordan Farmar,"$2,291,455","$2,929,723"
267.0,Evan Fournier,"$2,288,204","$2,925,567"
268.0,Steven Adams,"$2,279,040","$2,913,851"
269.0,Myles Turner,"$2,277,960","$2,912,470"
270.0,Jared Sullinger,"$2,269,260","$2,901,347"
271.0,Aaron Brooks,"$2,250,000","$2,876,722"
272.0,Trey Lyles,"$2,239,800","$2,863,681"
273.0,Ramon Sessions,"$2,170,465","$2,775,033"
274.0,Kelly Olynyk,"$2,165,160","$2,768,250"
275.0,Zach LaVine,"$2,148,360","$2,746,771"
276.0,Kendall Marshall,"$2,144,772","$2,742,183"
277.0,Jeremy Lin,"$2,139,000","$2,734,803"
277.0,Gary Neal,"$2,139,000","$2,734,803"
279.0,Miles Plumlee,"$2,109,293","$2,696,822"
280.0,Maurice Williams,"$2,100,000","$2,684,940"
280.0,Danny Granger,"$2,100,000","$2,684,940"
280.0,Steve Blake,"$2,100,000","$2,684,940"
280.0,Joe Ingles,"$2,100,000","$2,684,940"
284.0,Beno Udrih,"$2,080,465","$2,659,964"
285.0,Shabazz Muhammad,"$2,056,920","$2,629,861"
286.0,Devin Booker,"$2,055,840","$2,628,480"
287.0,TJ Warren,"$2,041,080","$2,609,609"
288.0,Perry Jones,"$2,038,206","$2,605,934"
289.0,Cameron Payne,"$2,021,520","$2,584,600"
290.0,Festus Ezeli,"$2,008,748","$2,568,271"
291.0,Kent Bazemore,"$2,000,000","$2,557,086"
291.0,DeJuan Blair,"$2,000,000","$2,557,086"
