0,1,2,3
103,"Leandro Barbosa, G",Phoenix Suns,"$6,600,000"
104,"Antonio Daniels, PG",Philadelphia 76ers,"$6,600,000"
105,"Jerome James, C",Chicago Bulls,"$6,600,000"
106,"Andrea Bargnani, C",Toronto Raptors,"$6,527,491"
107,"Luke Ridnour, PG",Milwaukee Bucks,"$6,500,000"
108,"Charlie Villanueva, PF",Detroit Pistons,"$6,500,000"
109,"Nazr Mohammed, C",Charlotte Bobcats,"$6,466,600"
110,"Jared Jeffries, PF",Houston Rockets,"$6,466,600"
RK,NAME,TEAM,SALARY
111,"Mike James, PG",Washington Wizards,"$6,466,600"
112,"Vladimir Radmanovic, SF",Golden State Warriors,"$6,466,600"
113,"John Salmons, SF",Milwaukee Bucks,"$6,429,151"
114,"Anderson Varejao, C",Cleveland Cavaliers,"$6,363,636"
115,"Nick Collison, F",Oklahoma City Thunder,"$6,250,000"
116,"Mike Bibby, PG",Atlanta Hawks,"$6,217,617"
117,"Jason Kapono, SG",Philadelphia 76ers,"$6,212,960"
118,"JR Smith, G",Denver Nuggets,"$6,171,426"
119,"Jeff Foster, PF",Indiana Pacers,"$6,077,500"
120,"Chris Duhon, PG",New York Knicks,"$6,031,800"
RK,NAME,TEAM,SALARY
121,"James Posey, SF",New Orleans Hornets,"$6,031,800"
122,"Beno Udrih, PG",Sacramento Kings,"$6,031,800"
123,"DeSagana Diop, C",Charlotte Bobcats,"$6,031,800"
124,"Brendan Haywood, C",Dallas Mavericks,"$6,000,000"
125,"Rasheed Wallace, PF",Boston Celtics,"$5,854,000"
126,"Trevor Ariza, SF",Houston Rockets,"$5,854,000"
127,"Metta World Peace, SF",Los Angeles Lakers,"$5,854,000"
128,"Marcin Gortat, C",Orlando Magic,"$5,854,000"
129,"LaMarcus Aldridge, C",Portland Trail Blazers,"$5,844,827"
130,"Morris Peterson, SG",New Orleans Hornets,"$5,800,000"
RK,NAME,TEAM,SALARY
131,"Francisco Garcia, SG",Sacramento Kings,"$5,800,000"
132,"Raymond Felton, G",Charlotte Bobcats,"$5,501,196"
133,"Greg Oden, C",Portland Trail Blazers,"$5,361,240"
134,"Mickael Pietrus, SF",Orlando Magic,"$5,300,000"
135,"Adam Morrison, SF",Los Angeles Lakers,"$5,257,229"
136,"Raja Bell, SG",Golden State Warriors,"$5,250,000"
137,"Speedy Claxton, PG",Atlanta Hawks,"$5,209,454"
138,"Derrick Rose, PG",Chicago Bulls,"$5,184,480"
139,"Kyle Korver, G",Utah Jazz,"$5,163,636"
140,"Nenad Krstic, C",Oklahoma City Thunder,"$5,160,832"
RK,NAME,TEAM,SALARY
141,"Derek Fisher, PG",Los Angeles Lakers,"$5,048,000"
142,"Jason Maxiell, PF",Detroit Pistons,"$5,000,000"
143,"Sasha Vujacic, SG",Los Angeles Lakers,"$5,000,000"
144,"Nate Robinson, PG",Boston Celtics,"$5,000,000"
145,"Jarrett Jack, G",Toronto Raptors,"$5,000,000"
146,"Blake Griffin, PF",Boston Celtics,"$4,983,480"
147,"Lou Williams, SG",Philadelphia 76ers,"$4,972,500"
148,"Reggie Evans, C",Toronto Raptors,"$4,960,000"
149,"Luke Walton, SF",Los Angeles Lakers,"$4,840,000"
150,"Kevin Durant, PF",Oklahoma City Thunder,"$4,796,880"
RK,NAME,TEAM,SALARY
151,"Zaza Pachulia, C",Atlanta Hawks,"$4,750,000"
152,"Tyrus Thomas, PF",Charlotte Bobcats,"$4,743,598"
153,"Matt Carroll, SG",Dallas Mavericks,"$4,700,000"
154,"Michael Beasley, F",Miami Heat,"$4,638,600"
155,"Drew Gooden, PF",LA Clippers,"$4,580,735"
156,"Marcus Banks, PG",Toronto Raptors,"$4,553,793"
157,"Darius Songaila, PF",New Orleans Hornets,"$4,526,000"
158,"Antonio McDyess, PF",San Antonio Spurs,"$4,500,000"
159,"Kendrick Perkins, C",Boston Celtics,"$4,500,000"
160,"Hasheem Thabeet, C",Memphis Grizzlies,"$4,458,840"
RK,NAME,TEAM,SALARY
161,"Trenton Hassell, SF",New Jersey Nets,"$4,350,000"
162,"Martell Webster, SF",Portland Trail Blazers,"$4,344,000"
163,"James Jones, SG",Miami Heat,"$4,330,000"
164,"Al Horford, C",Atlanta Hawks,"$4,307,640"
165,"Delonte West, SG",Cleveland Cavaliers,"$4,254,250"
166,"O.J. Mayo, SG",Memphis Grizzlies,"$4,165,560"
167,"Ronny Turiaf, C",Golden State Warriors,"$4,140,000"
168,"Bruce Bowen, SF",San Antonio Spurs,"$4,100,000"
169,"Daniel Gibson, SG",Cleveland Cavaliers,"$4,088,500"
170,"Greg Buckner, SG",Memphis Grizzlies,"$4,080,915"
RK,NAME,TEAM,SALARY
171,"James Harden, SG",Oklahoma City Thunder,"$4,004,160"
172,"Kwame Brown, C",Detroit Pistons,"$4,000,000"
173,"Brandon Bass, PF",Orlando Magic,"$4,000,000"
174,"Steve Blake, PG",LA Clippers,"$4,000,000"
175,"Rasual Butler, SF",LA Clippers,"$3,945,000"
176,"Amir Johnson, F",Toronto Raptors,"$3,941,667"
177,"Brandon Roy, SG",Portland Trail Blazers,"$3,910,816"
178,"Ryan Gomes, SF",Minnesota Timberwolves,"$3,892,500"
179,"DeShawn Stevenson, SG",Dallas Mavericks,"$3,883,929"
180,"Mike Conley, PG",Memphis Grizzlies,"$3,883,800"
RK,NAME,TEAM,SALARY
181,"Kurt Thomas, PF",Milwaukee Bucks,"$3,800,000"
182,"Roger Mason Jr., SG",San Antonio Spurs,"$3,780,000"
183,"Russell Westbrook, PG",Oklahoma City Thunder,"$3,755,640"
184,"CJ Miles, G",Utah Jazz,"$3,700,000"
185,"Steven Hunter, C",Memphis Grizzlies,"$3,696,000"
186,"Willie Green, SG",Philadelphia 76ers,"$3,682,000"
187,"Ramon Sessions, G",Minnesota Timberwolves,"$3,670,667"
188,"Chris Andersen, PF",Denver Nuggets,"$3,650,000"
189,"Damien Wilkins, SG",Minnesota Timberwolves,"$3,630,000"
190,"Tyreke Evans, G",Sacramento Kings,"$3,610,080"
RK,NAME,TEAM,SALARY
191,"Charlie Bell, SG",Milwaukee Bucks,"$3,602,960"
192,"Travis Outlaw, SF",LA Clippers,"$3,600,000"
193,"Randy Foye, SG",Washington Wizards,"$3,575,761"
194,"Keyon Dooling, PG",New Jersey Nets,"$3,564,000"
195,"Jeff Green, PF",Oklahoma City Thunder,"$3,516,960"
196,"Carlos Delfino, SG",Milwaukee Bucks,"$3,500,000"
197,"Brian Cook, PF",Houston Rockets,"$3,500,000"
198,"Brian Scalabrine, PF",Boston Celtics,"$3,413,793"
199,"Kevin Love, PF",Minnesota Timberwolves,"$3,401,040"
200,"Marc Gasol, C",Memphis Grizzlies,"$3,333,333"
RK,NAME,TEAM,SALARY
201,"Luis Scola, F",Houston Rockets,"$3,284,667"
202,"Rudy Gay, SF",Memphis Grizzlies,"$3,280,997"
203,"Matt Bonner, C",San Antonio Spurs,"$3,256,500"
204,"Yi Jianlian, SF",New Jersey Nets,"$3,194,400"
205,"Kelenna Azubuike, SF",Golden State Warriors,"$3,100,000"
206,"Danilo Gallinari, PF",New York Knicks,"$3,089,040"
207,"Glen Davis, PF",Boston Celtics,"$3,000,004"
208,"Jamario Moon, SF",Cleveland Cavaliers,"$3,000,000"
209,"Eduardo Najera, PF",Dallas Mavericks,"$3,000,000"
210,"Carl Landry, PF",Sacramento Kings,"$3,000,000"
RK,NAME,TEAM,SALARY
211,"Hakim Warrick, PF",Chicago Bulls,"$3,000,000"
212,"Andray Blatche, C",Washington Wizards,"$3,000,000"
213,"Grant Hill, SF",Phoenix Suns,"$3,000,000"
214,"Chris Wilcox, PF",Detroit Pistons,"$3,000,000"
215,"Jonny Flynn, PG",Minnesota Timberwolves,"$2,969,280"
216,"Corey Brewer, F",Minnesota Timberwolves,"$2,916,120"
217,"Kris Humphries, PF",New Jersey Nets,"$2,900,000"
218,"Dorell Wright, SF",Miami Heat,"$2,887,165"
219,"Eddie House, SG",New York Knicks,"$2,862,000"
220,"Mark Madsen, PF",Minnesota Timberwolves,"$2,840,000"
RK,NAME,TEAM,SALARY
221,"JJ Redick, SG",Orlando Magic,"$2,839,408"
222,"Eric Gordon, SG",LA Clippers,"$2,819,880"
223,"Hilton Armstrong, PF",Houston Rockets,"$2,801,198"
224,"Earl Watson, PG",Indiana Pacers,"$2,800,000"
225,"Thabo Sefolosha, F",Oklahoma City Thunder,"$2,759,628"
226,"Ronnie Brewer, SF",Memphis Grizzlies,"$2,717,161"
227,"Stephen Curry, PG",Golden State Warriors,"$2,710,560"
228,"Brandan Wright, F",Houston Rockets,"$2,671,440"
229,"Anthony Parker, SG",Cleveland Cavaliers,"$2,644,231"
230,"Joe Alexander, SF",Chicago Bulls,"$2,583,360"
RK,NAME,TEAM,SALARY
231,"Maurice Evans, SG",Atlanta Hawks,"$2,500,000"
232,"Sebastian Telfair, PG",Cleveland Cavaliers,"$2,500,000"
233,"Dahntay Jones, SG",Indiana Pacers,"$2,500,000"
234,"Tony Allen, SG",Boston Celtics,"$2,500,000"
235,"Michael Finley, SG",Boston Celtics,"$2,500,000"
236,"Jordan Hill, C",Houston Rockets,"$2,483,280"
237,"Joakim Noah, C",Chicago Bulls,"$2,455,680"
238,"Shawne Williams, SF",Minnesota Timberwolves,"$2,416,067"
239,"Ricky Davis, SG",LA Clippers,"$2,400,000"
240,"D.J. Augustin, G",Charlotte Bobcats,"$2,374,680"
RK,NAME,TEAM,SALARY
241,"Spencer Hawes, PF",Sacramento Kings,"$2,332,800"
242,"David Andersen, C",Houston Rockets,"$2,314,815"
243,"Craig Smith, PF",LA Clippers,"$2,300,000"
244,"DeMar DeRozan, SF",Toronto Raptors,"$2,282,640"
245,"Brook Lopez, C",New Jersey Nets,"$2,255,880"
246,"Acie Law, PG",Chicago Bulls,"$2,216,160"
247,"Ryan Hollins, C",Minnesota Timberwolves,"$2,183,333"
248,"Brandon Jennings, G",Milwaukee Bucks,"$2,168,520"
249,"Chuck Hayes, PF",Houston Rockets,"$2,147,750"
250,"Jerryd Bayless, G",Portland Trail Blazers,"$2,143,080"
RK,NAME,TEAM,SALARY
251,"Renaldo Balkman, SF",Denver Nuggets,"$2,112,417"
252,"Thaddeus Young, PF",Philadelphia 76ers,"$2,105,400"
253,"Ersan Ilyasova, PF",Milwaukee Bucks,"$2,100,000"
254,"Rajon Rondo, PG",Boston Celtics,"$2,094,923"
255,"Anthony Johnson, PG",Orlando Magic,"$2,062,800"
256,"Jarvis Hayes, SF",New Jersey Nets,"$2,062,800"
257,"Brent Barry, SG",Houston Rockets,"$2,062,800"
258,"Terrence Williams, SG",New Jersey Nets,"$2,060,040"
259,"Josh Boone, C",New Jersey Nets,"$2,056,968"
260,"Jason Thompson, PF",Sacramento Kings,"$2,035,920"
RK,NAME,TEAM,SALARY
261,"Kyle Lowry, PG",Houston Rockets,"$2,034,996"
262,"Julian Wright, SF",New Orleans Hornets,"$2,000,040"
263,"Jannero Pargo, PG",Chicago Bulls,"$1,990,000"
264,"Ronald Murray, SG",Chicago Bulls,"$1,990,000"
265,"Rasho Nesterovic, C",Toronto Raptors,"$1,990,000"
266,"Fabricio Oberto, C",Washington Wizards,"$1,990,000"
267,"Marquis Daniels, SG",Boston Celtics,"$1,990,000"
268,"Shannon Brown, PG",Los Angeles Lakers,"$1,990,000"
269,"Channing Frye, F",Phoenix Suns,"$1,990,000"
270,"Gerald Henderson, SG",Charlotte Bobcats,"$1,957,080"
RK,NAME,TEAM,SALARY
271,"Jordan Farmar, PG",Los Angeles Lakers,"$1,947,240"
272,"Al Thornton, SF",Washington Wizards,"$1,900,200"
273,"Mardy Collins, PG",LA Clippers,"$1,867,742"
274,"Tyler Hansbrough, PF",Indiana Pacers,"$1,859,160"
275,"Anthony Randolph, SF",Golden State Warriors,"$1,837,560"
276,"Goran Dragic, PG",Phoenix Suns,"$1,836,000"
277,"Rodney Stuckey, PG",Detroit Pistons,"$1,805,040"
278,"Antoine Wright, SF",Toronto Raptors,"$1,800,000"
279,"Earl Clark, SF",Phoenix Suns,"$1,766,280"
280,"Robin Lopez, C",Phoenix Suns,"$1,745,520"
RK,NAME,TEAM,SALARY
281,"Nick Young, G",Washington Wizards,"$1,714,800"
282,"Francisco Elson, C",Philadelphia 76ers,"$1,700,000"
283,"Austin Daye, SF",Detroit Pistons,"$1,677,840"
284,"Marreese Speights, F",Philadelphia 76ers,"$1,658,280"
285,"J.J. Barea, G",Dallas Mavericks,"$1,657,500"
286,"Sean Williams, PF",New Jersey Nets,"$1,629,120"
287,"Hamed Ehaddadi, C",Memphis Grizzlies,"$1,627,779"
288,"Solomon Jones, PF",Indiana Pacers,"$1,620,000"
289,"Matt Barnes, SF",Orlando Magic,"$1,600,000"
290,"Devean George, SF",Golden State Warriors,"$1,600,000"
RK,NAME,TEAM,SALARY
291,"James Johnson, PF",Chicago Bulls,"$1,594,080"
292,"Roy Hibbert, C",Indiana Pacers,"$1,575,360"
293,"Marco Belinelli, G",Toronto Raptors,"$1,547,640"
294,"Oleksiy Pecherov, C",Minnesota Timberwolves,"$1,547,640"
295,"Jrue Holiday, PG",Philadelphia 76ers,"$1,514,280"
296,"Sasha Pavlovic, SG",Minnesota Timberwolves,"$1,500,000"
297,"JaVale McGee, C",Washington Wizards,"$1,496,640"
298,"Javaris Crittenton, PG",Washington Wizards,"$1,477,920"
299,"Ty Lawson, G",Denver Nuggets,"$1,438,680"
300,"JJ Hickson, C",Cleveland Cavaliers,"$1,429,200"
RK,NAME,TEAM,SALARY
301,"Jason Smith, F",Philadelphia 76ers,"$1,418,880"
302,"Jeff Teague, PG",Atlanta Hawks,"$1,373,880"
303,"Alexis Ajinca, C",Charlotte Bobcats,"$1,372,080"
304,"Daequan Cook, SG",Miami Heat,"$1,362,120"
305,"Roko-Leni Ukic, PG",Milwaukee Bucks,"$1,350,000"
306,"Eric Maynor, PG",Oklahoma City Thunder,"$1,318,920"
307,"Ryan Anderson, PF",Orlando Magic,"$1,317,120"
308,"Jared Dudley, SF",Phoenix Suns,"$1,307,640"
309,"Malik Allen, PF",Denver Nuggets,"$1,300,000"
310,"Darren Collison, PG",New Orleans Hornets,"$1,266,120"
RK,NAME,TEAM,SALARY
311,"Courtney Lee, G",New Jersey Nets,"$1,264,440"
312,"Wilson Chandler, F",New York Knicks,"$1,255,440"
313,"Ronnie Price, PG",Utah Jazz,"$1,250,000"
314,"Kosta Koufos, C",Utah Jazz,"$1,214,040"
315,"Omri Casspi, F",Sacramento Kings,"$1,167,000"
316,"Byron Mullens, C",Oklahoma City Thunder,"$1,120,200"
317,"Serge Ibaka, F",Oklahoma City Thunder,"$1,120,200"
318,"Nicolas Batum, PF",Portland Trail Blazers,"$1,118,760"
319,"Aaron Brooks, G",Houston Rockets,"$1,118,520"
320,"Devin Brown, SG",Chicago Bulls,"$1,107,572"
RK,NAME,TEAM,SALARY
321,"Arron Afflalo, G",Denver Nuggets,"$1,086,240"
322,"George Hill, PG",San Antonio Spurs,"$1,081,680"
323,"Rodrigue Beaubois, PG",Dallas Mavericks,"$1,075,440"
324,"Alando Tucker, SF",Minnesota Timberwolves,"$1,071,720"
325,"Darrell Arthur, F",Memphis Grizzlies,"$1,050,480"
326,"Chris Quinn, PG",New Jersey Nets,"$1,050,387"
327,"Royal Ivey, PG",Milwaukee Bucks,"$1,050,000"
328,"Taj Gibson, F",Chicago Bulls,"$1,039,800"
329,"D.J. White, PF",Oklahoma City Thunder,"$1,036,440"
330,"Quinton Ross, SF",Washington Wizards,"$1,033,342"
RK,NAME,TEAM,SALARY
331,"Steve Novak, SF",LA Clippers,"$1,031,000"
332,"James Singleton, F",Washington Wizards,"$1,030,189"
333,"J.R. Giddens, SG",New York Knicks,"$1,028,880"
334,"DeMarre Carroll, F",Memphis Grizzlies,"$1,009,680"
335,"Wayne Ellington, SG",Minnesota Timberwolves,"$1,003,560"
336,"C.J. Watson, PG",Golden State Warriors,"$1,000,497"
337,"Aaron Gray, C",New Orleans Hornets,"$1,000,497"
338,"Toney Douglas, PG",New York Knicks,"$996,240"
339,"Ian Mahinmi, C",San Antonio Spurs,"$989,670"
340,"Didier Ilunga-Mbenga, C",Los Angeles Lakers,"$959,111"
RK,NAME,TEAM,SALARY
341,"Josh Powell, PF",Los Angeles Lakers,"$959,111"
342,"Yakhouba Diawara, SG",Miami Heat,"$945,000"
343,"Zydrunas Ilgauskas, C",Cleveland Cavaliers,"$925,000"
344,"Salim Stoudamire, SG",Atlanta Hawks,"$884,881"
345,"Kyle Weaver, SG",Oklahoma City Thunder,"$870,968"
346,"Kyrylo Fesenko, C",Utah Jazz,"$870,000"
347,"Donte Greene, SF",Sacramento Kings,"$870,000"
348,"Patrick O'Bryant, C",Toronto Raptors,"$855,189"
349,"Leon Powe, PF",Cleveland Cavaliers,"$855,189"
350,"Quincy Douby, SG",Sacramento Kings,"$855,189"
RK,NAME,TEAM,SALARY
351,"Marcus Haislip, F",San Antonio Spurs,"$855,189"
352,"Lou Amundson, PF",Phoenix Suns,"$855,189"
353,"Mouhamed Sene, C",New York Knicks,"$855,189"
354,"Anthony Roberson, SG",Chicago Bulls,"$855,189"
355,"Tarence Kinsey, SG",Golden State Warriors,"$855,189"
356,"Randolph Morris, C",Atlanta Hawks,"$855,189"
357,"DeJuan Blair, C",San Antonio Spurs,"$850,000"
358,"Sean Marks, PF",New Orleans Hornets,"$825,497"
359,"Jason Williams, PG",Orlando Magic,"$825,497"
360,"Brian Skinner, PF",LA Clippers,"$825,497"
RK,NAME,TEAM,SALARY
361,"Jamaal Magloire, C",Miami Heat,"$825,497"
362,"Paul Davis, C",Washington Wizards,"$825,497"
363,"Dominic McGuire, PF",Sacramento Kings,"$825,497"
364,"Kevin Ollie, PG",Oklahoma City Thunder,"$825,497"
365,"Ryan Bowen, SF",Oklahoma City Thunder,"$825,497"
366,"Marcus Williams, PG",Memphis Grizzlies,"$825,497"
367,"Luther Head, PG",Indiana Pacers,"$825,497"
368,"Desmond Mason, SF",Sacramento Kings,"$825,497"
369,"Jarron Collins, C",Phoenix Suns,"$825,497"
370,"Chucky Atkins, PG",Detroit Pistons,"$825,497"
RK,NAME,TEAM,SALARY
371,"Keith Bogans, SG",San Antonio Spurs,"$825,497"
372,"Mikki Moore, C",Golden State Warriors,"$825,497"
373,"Linton Johnson, PF",Chicago Bulls,"$825,497"
374,"Adonal Foyle, C",Orlando Magic,"$825,497"
375,"James White, SG",New York Knicks,"$825,497"
376,"Ike Diogu, PF",New York Knicks,"$825,497"
377,"Jason Collins, C",Atlanta Hawks,"$825,497"
378,"Shelden Williams, C",Boston Celtics,"$825,497"
379,"Jason Hart, PG",New Orleans Hornets,"$825,497"
380,"Stephen Graham, SF",Charlotte Bobcats,"$825,497"
RK,NAME,TEAM,SALARY
381,"Primoz Brezec, C",Milwaukee Bucks,"$825,497"
382,"Juwan Howard, PF",Portland Trail Blazers,"$825,497"
383,"Joe Smith, PF",Atlanta Hawks,"$825,497"
384,"Theo Ratliff, C",Charlotte Bobcats,"$825,497"
385,"Kareem Rush, SG",LA Clippers,"$825,497"
386,"Jermareo Davidson, PF",Golden State Warriors,"$825,497"
387,"Ben Wallace, PF",Detroit Pistons,"$825,497"
388,"Marcus Williams, SG",Denver Nuggets,"$825,497"
389,"Pops Mensah-Bonsu, PF",Toronto Raptors,"$825,497"
390,"Anthony Carter, PG",Denver Nuggets,"$825,497"
RK,NAME,TEAM,SALARY
391,"Josh McRoberts, PF",Indiana Pacers,"$825,497"
392,"Tim Thomas, PF",Dallas Mavericks,"$825,497"
393,"Joey Graham, SF",Denver Nuggets,"$825,497"
394,"Lindsey Hunter, SG",Chicago Bulls,"$825,497"
395,"Rodney Carney, SG",Philadelphia 76ers,"$825,497"
396,"Gabe Pruitt, PG",Boston Celtics,"$825,497"
397,"Carlos Arroyo, PG",Miami Heat,"$825,497"
398,"Will Bynum, PG",Detroit Pistons,"$825,497"
399,"Johan Petro, C",Denver Nuggets,"$825,497"
400,"Sean May, C",Sacramento Kings,"$825,479"
RK,NAME,TEAM,SALARY
401,"Sam Young, SF",Memphis Grizzlies,"$824,200"
402,"Ime Udoka, F",Sacramento Kings,"$786,650"
403,"Mario Chalmers, G",Miami Heat,"$756,000"
404,"Earl Boykins, PG",Washington Wizards,"$752,659"
405,"Jamaal Tinsley, PG",Memphis Grizzlies,"$738,091"
406,"Dontell Jefferson, SG",Charlotte Hornets,"$736,420"
407,"Mike Taylor, PG",LA Clippers,"$736,420"
408,"Malik Hairston, SG",San Antonio Spurs,"$736,420"
409,"Joe Crawford, SG",New York Knicks,"$736,420"
410,"Anthony Morrow, SG",Golden State Warriors,"$736,420"
RK,NAME,TEAM,SALARY
411,"Sonny Weems, SG",Toronto Raptors,"$736,420"
412,"Sun Yue, SG",Los Angeles Lakers,"$736,420"
413,"Nathan Jawai, C",Minnesota Timberwolves,"$736,420"
