Unnamed: 0,Player,2018/19,2018/19(*)
1.0,Stephen Curry,"$37,457,154","$45,353,228"
2.0,Russell Westbrook,"$35,665,000","$43,183,283"
3.0,Chris Paul,"$35,654,150","$43,170,146"
3.0,LeBron James,"$35,654,150","$43,170,146"
5.0,Kyle Lowry,"$32,700,000","$39,593,253"
6.0,Blake Griffin,"$31,873,932","$38,593,047"
7.0,Gordon Hayward,"$31,214,295","$37,794,357"
8.0,James Harden,"$30,570,000","$37,014,243"
9.0,Paul George,"$30,560,700","$37,002,982"
10.0,Mike Conley,"$30,521,115","$36,955,053"
11.0,Kevin Durant,"$30,000,000","$36,324,085"
12.0,Paul Millsap,"$29,230,769","$35,392,698"
13.0,Al Horford,"$28,928,710","$35,026,964"
14.0,Damian Lillard,"$27,977,689","$33,875,465"
15.0,DeMar DeRozan,"$27,739,975","$33,587,640"
16.0,Chris Bosh,"$26,837,720","$32,495,187"
17.0,Jrue Holiday,"$26,641,111","$32,257,133"
18.0,Otto Porter,"$26,011,913","$31,495,298"
19.0,CJ McCollum,"$25,759,766","$31,189,998"
20.0,Nikola Jokic,"$25,467,250","$30,835,818"
20.0,Andrew Wiggins,"$25,467,250","$30,835,818"
20.0,Joel Embiid,"$25,467,250","$30,835,818"
23.0,Anthony Davis,"$25,434,263","$30,795,878"
24.0,Andre Drummond,"$25,434,262","$30,795,876"
24.0,Bradley Beal,"$25,434,262","$30,795,876"
26.0,Hassan Whiteside,"$24,434,262","$29,585,074"
27.0,Dwight Howard,"$24,256,725","$29,370,110"
28.0,Giannis Antetokounmpo,"$24,157,304","$29,249,732"
28.0,Steven Adams,"$24,157,304","$29,249,732"
30.0,Kevin Love,"$24,119,025","$29,203,384"
30.0,Marc Gasol,"$24,119,025","$29,203,384"
32.0,Chandler Parsons,"$24,107,258","$29,189,136"
32.0,Harrison Barnes,"$24,107,258","$29,189,136"
34.0,Nicolas Batum,"$24,000,000","$29,059,268"
35.0,Rudy Gobert,"$23,491,573","$28,443,663"
36.0,Kawhi Leonard,"$23,114,066","$27,986,577"
37.0,DeAndre Jordan,"$22,897,200","$27,723,995"
38.0,LaMarcus Aldridge,"$22,347,015","$27,057,829"
39.0,Serge Ibaka,"$21,666,667","$26,234,062"
40.0,Aaron Gordon,"$21,590,909","$26,142,334"
41.0,Danilo Gallinari,"$21,587,579","$26,138,302"
42.0,Victor Oladipo,"$21,000,000","$25,426,859"
43.0,Ryan Anderson,"$20,421,546","$24,726,466"
44.0,Joakim Noah,"$20,261,172","$24,532,283"
45.0,Kyrie Irving,"$20,099,189","$24,336,155"
46.0,Jabari Parker,"$20,000,000","$24,216,057"
47.0,Jimmy Butler,"$19,841,627","$24,024,298"
48.0,Zach LaVine,"$19,500,000","$23,610,655"
49.0,Wesley Matthews,"$19,360,228","$23,441,418"
50.0,Allen Crabbe,"$19,332,500","$23,407,846"
51.0,Enes Kanter,"$19,264,603","$23,325,636"
52.0,Tyler Johnson,"$19,245,370","$23,302,348"
53.0,John Wall,"$19,169,800","$23,210,848"
54.0,George Hill,"$19,000,000","$23,005,254"
54.0,Jeff Teague,"$19,000,000","$23,005,254"
56.0,Klay Thompson,"$18,988,725","$22,991,602"
57.0,Goran Dragic,"$18,109,175","$21,926,640"
58.0,Kent Bazemore,"$18,089,888","$21,903,287"
59.0,Evan Turner,"$17,868,853","$21,635,658"
60.0,Tristan Thompson,"$17,469,565","$21,152,199"
60.0,Draymond Green,"$17,469,565","$21,152,199"
62.0,Tim Hardaway Jr,"$17,325,000","$20,977,159"
63.0,Pau Gasol,"$17,133,285","$20,745,029"
64.0,Reggie Jackson,"$17,043,478","$20,636,291"
65.0,Bismack Biyombo,"$17,000,000","$20,583,648"
65.0,Evan Fournier,"$17,000,000","$20,583,648"
67.0,Derrick Favors,"$16,900,000","$20,462,568"
68.0,Luol Deng,"$16,747,954","$20,278,470"
69.0,Jonas Valanciunas,"$16,539,326","$20,025,863"
70.0,Gary Harris,"$16,517,857","$19,999,868"
71.0,Andre Iguodala,"$16,000,000","$19,372,845"
71.0,Timofey Mozgov,"$16,000,000","$19,372,845"
