Unnamed: 0,Player,2014/15,2014/15(*)
1.0,Kobe Bryant,"$23,500,000","$30,082,953"
2.0,Joe Johnson,"$23,180,790","$29,674,325"
3.0,Carmelo Anthony,"$22,458,401","$28,749,576"
4.0,Amare Stoudemire,"$21,896,658","$28,030,474"
5.0,Dwight Howard,"$21,436,271","$27,441,121"
6.0,LeBron James,"$20,644,400","$26,427,427"
6.0,Chris Bosh,"$20,644,400","$26,427,427"
8.0,Chris Paul,"$20,068,563","$25,690,283"
9.0,Kevin Durant,"$19,997,513","$25,599,330"
10.0,Deron Williams,"$19,754,465","$25,288,198"
11.0,Rudy Gay,"$19,317,326","$24,728,605"
12.0,Derrick Rose,"$18,862,876","$24,146,852"
13.0,Blake Griffin,"$17,632,688","$22,572,057"
14.0,Carlos Boozer,"$16,800,000","$21,506,111"
15.0,Zach Randolph,"$16,500,000","$21,122,074"
16.0,Marc Gasol,"$15,829,688","$20,263,990"
17.0,Paul George,"$15,800,000","$20,225,986"
18.0,Kevin Love,"$15,719,063","$20,122,376"
19.0,Russell Westbrook,"$15,719,062","$20,122,375"
20.0,Brook Lopez,"$15,719,000","$20,122,295"
21.0,LaMarcus Aldridge,"$15,200,000","$19,457,910"
22.0,David Lee,"$15,012,000","$19,217,247"
23.0,Dwyane Wade,"$15,000,000","$19,201,885"
24.0,Josh Smith,"$14,945,778","$19,132,473"
25.0,Roy Hibbert,"$14,898,938","$19,072,513"
25.0,Jeremy Lin,"$14,898,938","$19,072,513"
25.0,Eric Gordon,"$14,898,938","$19,072,513"
25.0,Omer Asik,"$14,898,938","$19,072,513"
29.0,Gordon Hayward,"$14,746,000","$18,876,733"
30.0,Chandler Parsons,"$14,700,000","$18,817,847"
31.0,James Harden,"$14,693,906","$18,810,046"
32.0,Tyson Chandler,"$14,596,888","$18,685,851"
33.0,Brandon Roy,"$14,399,332","$18,432,954"
34.0,DeMarcus Cousins,"$13,701,250","$17,539,322"
34.0,John Wall,"$13,701,250","$17,539,322"
36.0,Al Jefferson,"$13,500,000","$17,281,696"
37.0,Eric Bledsoe,"$13,000,000","$16,641,634"
37.0,Nenê,"$13,000,000","$16,641,634"
39.0,Andrew Bogut,"$12,972,973","$16,607,036"
40.0,Derrick Favors,"$12,950,000","$16,577,627"
41.0,Rajon Rondo,"$12,909,090","$16,525,257"
42.0,Joakim Noah,"$12,700,000","$16,257,596"
43.0,Tony Parker,"$12,500,000","$16,001,571"
44.0,Andre Iguodala,"$12,289,544","$15,732,161"
45.0,Serge Ibaka,"$12,250,000","$15,681,539"
46.0,Nikola Pekovic,"$12,100,000","$15,489,520"
47.0,Al Horford,"$12,000,000","$15,361,508"
47.0,David West,"$12,000,000","$15,361,508"
47.0,Kevin Garnett,"$12,000,000","$15,361,508"
47.0,Andrea Bargnani,"$12,000,000","$15,361,508"
47.0,Kyle Lowry,"$12,000,000","$15,361,508"
52.0,Ty Lawson,"$11,595,506","$14,843,705"
53.0,DeAndre Jordan,"$11,440,123","$14,644,795"
54.0,Nicolas Batum,"$11,390,500","$14,581,271"
55.0,Tyreke Evans,"$11,265,416","$14,421,148"
56.0,JaVale McGee,"$11,250,000","$14,401,414"
57.0,Larry Sanders,"$11,000,000","$14,081,382"
57.0,Jrue Holiday,"$11,000,000","$14,081,382"
59.0,Danilo Gallinari,"$10,854,850","$13,895,572"
60.0,Stephen Curry,"$10,629,213","$13,606,728"
61.0,Marcin Gortat,"$10,434,782","$13,357,832"
62.0,Tim Duncan,"$10,361,446","$13,263,953"
63.0,Gerald Wallace,"$10,105,855","$12,936,764"
64.0,Anderson Varejao,"$9,800,000","$12,545,231"
65.0,Brendan Haywood,"$9,798,000","$12,542,671"
66.0,Luol Deng,"$9,714,461","$12,435,731"
67.0,Steve Nash,"$9,701,000","$12,418,499"
68.0,Kendrick Perkins,"$9,588,889","$12,274,982"
69.0,Paul Millsap,"$9,500,000","$12,161,194"
69.0,DeMar DeRozan,"$9,500,000","$12,161,194"
71.0,Tyrus Thomas,"$9,460,664","$12,110,838"
72.0,Mike Miller,"$9,332,000","$11,946,132"
73.0,Tiago Splitter,"$9,250,000","$11,841,162"
74.0,Jeff Green,"$9,200,000","$11,777,156"
75.0,Thaddeus Young,"$9,160,870","$11,727,065"
76.0,Lance Stephenson,"$9,000,000","$11,521,131"
76.0,Jordan Hill,"$9,000,000","$11,521,131"
78.0,Mike Conley,"$8,760,000","$11,213,901"
79.0,Monta Ellis,"$8,720,000","$11,162,696"
