Unnamed: 0,Player,2009/10,2009/10(*)
1.0,Tracy McGrady,"$23,239,562","$32,873,572"
2.0,Kobe Bryant,"$23,034,375","$32,583,325"
3.0,Jermaine O'Neal,"$23,016,000","$32,557,332"
4.0,Tim Duncan,"$22,183,220","$31,379,321"
5.0,Shaquille O'Neal,"$20,000,000","$28,291,043"
6.0,Dirk Nowitzki,"$19,795,714","$28,002,070"
7.0,Paul Pierce,"$19,795,712","$28,002,067"
8.0,Rashard Lewis,"$18,876,000","$26,701,086"
9.0,Ray Allen,"$18,776,860","$26,560,847"
10.0,Michael Redd,"$17,040,000","$24,103,968"
11.0,Pau Gasol,"$16,452,000","$23,272,212"
11.0,Andrei Kirilenko,"$16,452,000","$23,272,212"
13.0,Kevin Garnett,"$16,400,000","$23,198,655"
14.0,Yao Ming,"$16,378,325","$23,167,995"
14.0,Amare Stoudemire,"$16,378,325","$23,167,995"
16.0,Vince Carter,"$16,300,000","$23,057,200"
17.0,Gilbert Arenas,"$16,192,080","$22,904,541"
18.0,Zach Randolph,"$16,000,000","$22,632,834"
19.0,LeBron James,"$15,779,912","$22,321,508"
19.0,Carmelo Anthony,"$15,779,912","$22,321,508"
19.0,Dwyane Wade,"$15,779,912","$22,321,508"
19.0,Chris Bosh,"$15,779,912","$22,321,508"
23.0,Kenyon Martin,"$15,363,636","$21,732,664"
24.0,Dwight Howard,"$15,202,590","$21,504,856"
25.0,Joe Johnson,"$14,976,754","$21,185,399"
26.0,Elton Brand,"$14,858,471","$21,018,082"
27.0,Richard Jefferson,"$14,200,000","$20,086,640"
28.0,Larry Hughes,"$13,655,268","$19,316,088"
29.0,Chris Paul,"$13,520,500","$19,125,452"
29.0,Carlos Boozer,"$13,520,500","$19,125,452"
31.0,Predrag Stojakovic,"$13,392,000","$18,943,682"
32.0,Jason Richardson,"$13,333,333","$18,860,695"
33.0,Steve Nash,"$13,125,000","$18,565,997"
34.0,Tony Parker,"$12,600,000","$17,823,357"
35.0,Andrew Bynum,"$12,526,998","$17,720,092"
36.0,Deron Williams,"$12,323,900","$17,432,799"
37.0,Brad Miller,"$12,250,000","$17,328,264"
38.0,Andre Iguodala,"$12,200,000","$17,257,536"
