0,1,2,3
RK,NAME,TEAM,SALARY
1,"Kevin Garnett, PF",Minnesota Timberwolves,"$21,000,000"
2,"Shaquille O'Neal, C",Miami Heat,"$20,000,000"
3,"Jason Kidd, PG",New Jersey Nets,"$18,084,000"
4,"Jermaine O'Neal, C",Indiana Pacers,"$18,084,000"
5,"Kobe Bryant, SF",Los Angeles Lakers,"$17,718,750"
6,"Tim Duncan, C",San Antonio Spurs,"$17,429,673"
7,"Allen Iverson, SG",Denver Nuggets,"$17,184,375"
8,"Stephon Marbury, PG",New York Knicks,"$17,184,375"
9,"Tracy McGrady, SG",Houston Rockets,"$16,901,500"
10,"Grant Hill, SF",Orlando Magic,"$16,901,500"
RK,NAME,TEAM,SALARY
11,"Ben Wallace, PF",Chicago Bulls,"$16,000,000"
12,"Paul Pierce, SF",Boston Celtics,"$15,101,626"
13,"Antawn Jamison, PF",Washington Wizards,"$15,101,626"
14,"Vince Carter, G",New Jersey Nets,"$15,101,626"
15,"Dirk Nowitzki, F",Dallas Mavericks,"$15,101,622"
16,"Steve Francis, PG",New York Knicks,"$15,070,000"
17,"Baron Davis, PG",Golden State Warriors,"$15,070,000"
18,"Shawn Marion, SG",Phoenix Suns,"$15,070,000"
19,"Ray Allen, SG",Seattle SuperSonics,"$14,611,570"
20,"Elton Brand, PF",LA Clippers,"$14,248,000"
RK,NAME,TEAM,SALARY
21,"Larry Hughes, SG",Cleveland Cavaliers,"$13,363,012"
22,"Michael Redd, SG",Milwaukee Bucks,"$13,260,000"
23,"Joe Johnson, G",Atlanta Hawks,"$12,744,190"
24,"Mike Bibby, PG",Sacramento Kings,"$12,500,000"
25,"Amar'e Stoudemire, C",Phoenix Suns,"$12,455,000"
26,"Yao Ming, C",Houston Rockets,"$12,455,000"
27,"Pau Gasol, PF",Memphis Grizzlies,"$12,364,000"
28,"Andrei Kirilenko, SF",Utah Jazz,"$12,364,000"
29,"Lamar Odom, PF",Los Angeles Lakers,"$12,348,596"
30,"Kenyon Martin, PF",Denver Nuggets,"$12,068,182"
RK,NAME,TEAM,SALARY
31,"Zach Randolph, F",Portland Trail Blazers,"$12,000,000"
32,"Wally Szczerbiak, SG",Boston Celtics,"$11,775,000"
33,"Theo Ratliff, C",Boston Celtics,"$11,666,666"
34,"Rasheed Wallace, PF",Detroit Pistons,"$11,650,000"
35,"Raef LaFrentz, C",Portland Trail Blazers,"$11,532,037"
36,"Carlos Boozer, PF",Utah Jazz,"$11,260,483"
37,"Richard Jefferson, F",New Jersey Nets,"$11,200,000"
38,"Gilbert Arenas, PG",Washington Wizards,"$11,096,800"
39,"Peja Stojakovic, SF",NO/Oklahoma City Hornets,"$10,800,000"
40,"Steve Nash, PG",Phoenix Suns,"$10,500,000"
RK,NAME,TEAM,SALARY
41,"Jason Richardson, SG",Golden State Warriors,"$9,999,999"
42,"Erick Dampier, C",Dallas Mavericks,"$9,628,000"
43,"Brad Miller, C",Sacramento Kings,"$9,625,000"
44,"Samuel Dalembert, C",Philadelphia 76ers,"$9,464,307"
45,"Tony Parker, G",San Antonio Spurs,"$9,450,000"
46,"Zydrunas Ilgauskas, C",Cleveland Cavaliers,"$9,442,697"
47,"Rashard Lewis, PF",Seattle SuperSonics,"$9,350,649"
48,"Jerry Stackhouse, SF",Dallas Mavericks,"$9,296,874"
49,"Richard Hamilton, SG",Detroit Pistons,"$9,187,500"
50,"Tyson Chandler, C",NO/Oklahoma City Hornets,"$9,150,000"
RK,NAME,TEAM,SALARY
51,"Andre Miller, PG",Philadelphia 76ers,"$8,966,666"
52,"Marcus Camby, C",Denver Nuggets,"$8,800,000"
53,"Bobby Simmons, SF",Milwaukee Bucks,"$8,640,000"
54,"P.J. Brown, PF",Chicago Bulls,"$8,560,000"
55,"Jamaal Magloire, C",Portland Trail Blazers,"$8,433,334"
56,"Kwame Brown, C",Los Angeles Lakers,"$8,287,500"
57,"Troy Murphy, PF",Indiana Pacers,"$8,285,714"
58,"Manu Ginobili, G",San Antonio Spurs,"$8,254,374"
59,"Jason Williams, PG",Miami Heat,"$8,250,000"
60,"Mehmet Okur, C",Utah Jazz,"$8,250,000"
RK,NAME,TEAM,SALARY
61,"Eddy Curry, NA",New York Knicks,"$8,171,103"
62,"Adonal Foyle, C",Golden State Warriors,"$8,125,000"
63,"Cuttino Mobley, SG",LA Clippers,"$8,125,000"
64,"Doug Christie, SG",LA Clippers,"$8,125,000"
