0,1,2,3
RK,NAME,TEAM,SALARY
1,"Kobe Bryant, SF",Los Angeles Lakers,"$30,453,805"
2,"Dirk Nowitzki, F",Dallas Mavericks,"$22,721,381"
3,"Amar'e Stoudemire, C",New York Knicks,"$21,679,893"
4,"Joe Johnson, G",Brooklyn Nets,"$21,466,718"
5,"Carmelo Anthony, PF",New York Knicks,"$21,388,953"
6,"Dwight Howard, C",Houston Rockets,"$20,513,178"
7,"Pau Gasol, PF",Los Angeles Lakers,"$19,285,850"
8,"Chris Bosh, PF",Miami Heat,"$19,067,500"
9,"LeBron James, SF",Miami Heat,"$19,067,500"
10,"Dwyane Wade, G",Miami Heat,"$18,673,000"
RK,NAME,TEAM,SALARY
11,"Chris Paul, PG",LA Clippers,"$18,668,431"
12,"Deron Williams, PG",Brooklyn Nets,"$18,466,130"
13,"Zach Randolph, F",Memphis Grizzlies,"$18,238,333"
14,"Rudy Gay, SF",Sacramento Kings,"$17,888,932"
15,"Kevin Durant, PF",Oklahoma City Thunder,"$17,832,627"
16,"Derrick Rose, PG",Chicago Bulls,"$17,632,688"
17,"Blake Griffin, PF",LA Clippers,"$16,441,500"
18,"Paul Pierce, SF",Brooklyn Nets,"$15,333,334"
19,"Carlos Boozer, PF",Chicago Bulls,"$15,300,000"
20,"LaMarcus Aldridge, C",Portland Trail Blazers,"$14,878,000"
RK,NAME,TEAM,SALARY
21,"Marc Gasol, C",Memphis Grizzlies,"$14,860,523"
22,"Brook Lopez, C",Brooklyn Nets,"$14,693,906"
23,"Kevin Love, PF",Minnesota Timberwolves,"$14,693,906"
24,"Russell Westbrook, PG",Oklahoma City Thunder,"$14,693,906"
25,"Emeka Okafor, C",Philadelphia 76ers,"$14,487,500"
26,"Eric Gordon, SG",New Orleans Pelicans,"$14,283,844"
27,"Roy Hibbert, C",Indiana Pacers,"$14,283,844"
28,"Luol Deng, F",Cleveland Cavaliers,"$14,275,000"
29,"Tyson Chandler, C",New York Knicks,"$14,100,538"
30,"Andrew Bogut, C",Golden State Warriors,"$14,000,000"
RK,NAME,TEAM,SALARY
31,"David Lee, PF",Golden State Warriors,"$13,878,000"
32,"James Harden, SG",Houston Rockets,"$13,701,250"
