0,1,2,3
46,"Jason Kidd, PG",New Jersey Nets,"$8,440,000"
47,"Kenny Anderson, PG",Boston Celtics,"$8,350,000"
48,"Matt Geiger, C",Philadelphia 76ers,"$8,142,000"
49,"Toni Kukoc, SF",Atlanta Hawks,"$8,050,000"
50,"John Stockton, G",Utah Jazz,"$8,000,000"
RK,NAME,TEAM,SALARY
51,"Elden Campbell, C",Charlotte Hornets,"$7,975,000"
52,"Clifford Robinson, PF",Detroit Pistons,"$7,656,000"
53,"Kerry Kittles, SG",New Jersey Nets,"$7,167,000"
54,"Dale Davis, PF",Portland Trail Blazers,"$7,010,000"
55,"Jamal Mashburn, SF",Charlotte Hornets,"$6,975,000"
56,"Greg Ostertag, C",Utah Jazz,"$6,933,000"
57,"Tyrone Hill, PF",Cleveland Cavaliers,"$6,600,000"
58,"Bo Outlaw, PF",Phoenix Suns,"$6,555,000"
59,"Charles Oakley, PF",Chicago Bulls,"$6,545,000"
60,"Donyell Marshall, PF",Utah Jazz,"$6,510,000"
RK,NAME,TEAM,SALARY
61,"Alan Henderson, PF",Atlanta Hawks,"$6,500,000"
62,"Derek Anderson, SG",Portland Trail Blazers,"$6,495,000"
63,"P.J. Brown, PF",Charlotte Hornets,"$6,404,000"
64,"Jermaine O'Neal, C",Indiana Pacers,"$6,325,000"
65,"Austin Croshere, PF",Indiana Pacers,"$6,310,000"
66,"Wesley Person, SF",Cleveland Cavaliers,"$6,300,000"
67,"Marcus Camby, C",New York Knicks,"$6,250,000"
68,"Erick Dampier, C",Golden State Warriors,"$6,235,000"
69,"Ron Mercer, SG",Indiana Pacers,"$6,066,000"
70,"Kelvin Cato, C",Houston Rockets,"$6,048,000"
RK,NAME,TEAM,SALARY
71,"Derrick McKey, F",Philadelphia 76ers,"$6,000,000"
72,"Steve Nash, PG",Dallas Mavericks,"$5,750,000"
73,"Isaac Austin, C",Memphis Grizzlies,"$5,695,000"
74,"Jerry Stackhouse, SF",Detroit Pistons,"$5,500,000"
75,"Shandon Anderson, SF",New York Knicks,"$5,500,000"
76,"Lorenzen Wright, PF",Memphis Grizzlies,"$5,500,000"
77,"Nick Anderson, F",Memphis Grizzlies,"$5,401,000"
78,"Mookie Blaylock, G",Golden State Warriors,"$5,400,000"
79,"Chris Mills, SF",Golden State Warriors,"$5,400,000"
80,"Alvin Williams, PG",Toronto Raptors,"$5,350,000"
RK,NAME,TEAM,SALARY
81,"Robert Horry, PF",Los Angeles Lakers,"$5,300,000"
82,"Eddie Robinson, SF",Chicago Bulls,"$5,205,000"
83,"Chris Childs, G",Toronto Raptors,"$5,200,000"
84,"Bryon Russell, SF",Utah Jazz,"$5,142,000"
85,"Charlie Ward, PG",New York Knicks,"$5,110,000"
86,"Tariq Abdul-Wahad, SF",Dallas Mavericks,"$5,062,000"
87,"Hakeem Olajuwon, C",Toronto Raptors,"$5,061,000"
88,"Jerome Williams, PF",Toronto Raptors,"$5,000,000"
89,"Doug Christie, SG",Sacramento Kings,"$5,000,000"
90,"Walt Williams, F",Houston Rockets,"$5,000,000"
RK,NAME,TEAM,SALARY
91,"Peja Stojakovic, SF",Sacramento Kings,"$5,000,000"
92,"Bob Sura, PG",Golden State Warriors,"$4,913,000"
93,"Jason Caffey, F",Milwaukee Bucks,"$4,812,000"
94,"Howard Eisley, PG",New York Knicks,"$4,781,000"
95,"Vitaly Potapenko, C",Boston Celtics,"$4,762,000"
96,"Brent Barry, SG",Seattle SuperSonics,"$4,680,000"
97,"Michael Olowokandi, C",LA Clippers,"$4,662,000"
98,"Scott Williams, C",Denver Nuggets,"$4,650,000"
99,"Calvin Booth, C",Seattle SuperSonics,"$4,539,000"
100,"Anthony Mason, F",Milwaukee Bucks,"$4,538,000"
RK,NAME,TEAM,SALARY
101,"Joe Smith, PF",Minnesota Timberwolves,"$4,538,000"
102,"Ruben Patterson, PF",Portland Trail Blazers,"$4,538,000"
103,"Clarence Weatherspoon, PF",New York Knicks,"$4,538,000"
104,"Avery Johnson, PG",Dallas Mavericks,"$4,538,000"
105,"Brevin Knight, PG",Memphis Grizzlies,"$4,500,000"
106,"Nazr Mohammed, C",Atlanta Hawks,"$4,500,000"
107,"Ben Wallace, PF",Detroit Pistons,"$4,500,000"
108,"Eric Williams, PF",Boston Celtics,"$4,448,000"
109,"Danny Fortson, C",Golden State Warriors,"$4,441,000"
110,"Christian Laettner, PF",Washington Wizards,"$4,421,000"
RK,NAME,TEAM,SALARY
111,"Jahidi White, C",Washington Wizards,"$4,413,000"
112,"Kurt Thomas, PF",New York Knicks,"$4,413,000"
113,"Rashard Lewis, PF",Seattle SuperSonics,"$4,413,000"
114,"Cuttino Mobley, SG",Houston Rockets,"$4,412,000"
115,"Brad Miller, C",Indiana Pacers,"$4,400,000"
116,"Adonal Foyle, C",Golden State Warriors,"$4,400,000"
117,"Scot Pollard, C",Sacramento Kings,"$4,344,000"
118,"Voshon Lenard, SG",Denver Nuggets,"$4,252,000"
119,"Mike Bibby, PG",Sacramento Kings,"$4,174,000"
120,"Shawn Bradley, C",Dallas Mavericks,"$4,155,000"
RK,NAME,TEAM,SALARY
121,"Darrel Armstrong, PG",Orlando Magic,"$4,130,000"
122,"Corliss Williamson, PF",Detroit Pistons,"$4,000,000"
123,"Aaron McKie, SG",Philadelphia 76ers,"$4,000,000"
124,"Sam Cassell, PG",Milwaukee Bucks,"$4,000,000"
125,"Greg Anthony, G",Milwaukee Bucks,"$3,940,000"
126,"Elton Brand, PF",LA Clippers,"$3,882,000"
127,"Mark Jackson, PG",New York Knicks,"$3,860,000"
128,"Michael Stewart, PF",Toronto Raptors,"$3,840,000"
129,"Kenyon Martin, PF",New Jersey Nets,"$3,801,000"
130,"Rick Fox, SF",Los Angeles Lakers,"$3,791,000"
RK,NAME,TEAM,SALARY
131,"Raef LaFrentz, C",Dallas Mavericks,"$3,755,000"
132,"Lamond Murray, SF",Cleveland Cavaliers,"$3,750,000"
133,"Eric Snow, PG",Philadelphia 76ers,"$3,750,000"
134,"Kwame Brown, C",Washington Wizards,"$3,697,000"
135,"Brent Price, G",Sacramento Kings,"$3,680,000"
136,"Ervin Johnson, C",Milwaukee Bucks,"$3,670,000"
137,"Jud Buechler, G",Orlando Magic,"$3,666,000"
138,"Tony Battie, C",Boston Celtics,"$3,600,000"
139,"Travis Knight, C",New York Knicks,"$3,600,000"
140,"Moochie Norris, PG",Houston Rockets,"$3,600,000"
RK,NAME,TEAM,SALARY
141,"Zeljko Rebraca, C",Detroit Pistons,"$3,500,000"
142,"Steve Francis, PG",Houston Rockets,"$3,473,000"
143,"Stromile Swift, PF",Memphis Grizzlies,"$3,401,000"
144,"Tracy Murray, SF",Toronto Raptors,"$3,400,000"
145,"Antawn Jamison, PF",Golden State Warriors,"$3,388,000"
146,"Tim Hardaway, G",Denver Nuggets,"$3,360,000"
147,"Chucky Atkins, PG",Detroit Pistons,"$3,300,000"
148,"Tyrone Nesby, F",Washington Wizards,"$3,260,000"
149,"Travis Best, PG",Chicago Bulls,"$3,250,000"
150,"Anthony Carter, PG",Miami Heat,"$3,250,000"
RK,NAME,TEAM,SALARY
151,"Marc Jackson, PF",Minnesota Timberwolves,"$3,250,000"
152,"David Wesley, SG",Charlotte Hornets,"$3,240,000"
153,"Dean Garrett, C",Golden State Warriors,"$3,240,000"
154,"Jon Barry, SG",Detroit Pistons,"$3,175,000"
155,"Walter McCarty, PF",Boston Celtics,"$3,125,000"
156,"Baron Davis, PG",Charlotte Hornets,"$3,119,000"
157,"Vince Carter, G",Toronto Raptors,"$3,073,000"
158,"Darius Miles, SF",LA Clippers,"$3,054,000"
159,"Evan Eschmeyer, C",Dallas Mavericks,"$3,038,000"
160,"Jaren Jackson, G",Orlando Magic,"$3,020,000"
RK,NAME,TEAM,SALARY
161,"Derek Fisher, PG",Los Angeles Lakers,"$3,000,000"
162,"Eric Piatkowski, SG",LA Clippers,"$3,000,000"
163,"Antonio Daniels, PG",San Antonio Spurs,"$3,000,000"
164,"LaPhonso Ellis, F",Miami Heat,"$3,000,000"
165,"Cedric Henderson, F",Golden State Warriors,"$3,000,000"
166,"Kevin Willis, C",Houston Rockets,"$3,000,000"
167,"Lawrence Funderburke, PF",Sacramento Kings,"$3,000,000"
168,"Anthony Peeler, SG",Minnesota Timberwolves,"$2,978,000"
169,"Pau Gasol, PF",Memphis Grizzlies,"$2,970,000"
170,"Andrew DeClercq, C",Orlando Magic,"$2,900,000"
RK,NAME,TEAM,SALARY
171,"Lamar Odom, PF",LA Clippers,"$2,812,000"
172,"Robert Traylor, PF",Charlotte Hornets,"$2,793,000"
173,"Tyson Chandler, C",Chicago Bulls,"$2,756,000"
174,"Marcus Fizer, F",Chicago Bulls,"$2,754,000"
175,"Lindsey Hunter, SG",Los Angeles Lakers,"$2,700,000"
176,"Chris Whitney, PG",Washington Wizards,"$2,666,000"
177,"John Wallace, SF",Phoenix Suns,"$2,630,000"
178,"Jason Williams, PG",Memphis Grizzlies,"$2,554,000"
179,"Jonathan Bender, SF",Indiana Pacers,"$2,546,000"
180,"Mikki Moore, C",Detroit Pistons,"$2,531,000"
RK,NAME,TEAM,SALARY
181,"Chris Gatling, C",Miami Heat,"$2,504,000"
182,"Chris Crawford, SF",Atlanta Hawks,"$2,500,000"
183,"Mike Miller, SG",Orlando Magic,"$2,494,000"
184,"Eric Montross, C",Toronto Raptors,"$2,480,000"
185,"Othella Harrington, PF",New York Knicks,"$2,475,000"
186,"John Starks, G",Utah Jazz,"$2,475,000"
187,"Randy Brown, G",Boston Celtics,"$2,475,000"
188,"Bimbo Coles, PG",Cleveland Cavaliers,"$2,475,000"
189,"Aaron Williams, C",New Jersey Nets,"$2,475,000"
190,"Tony Delk, PG",Boston Celtics,"$2,475,000"
RK,NAME,TEAM,SALARY
191,"Chauncey Billups, PG",Minnesota Timberwolves,"$2,475,000"
192,"Bobby Jackson, PG",Sacramento Kings,"$2,475,000"
193,"Horace Grant, C",Orlando Magic,"$2,419,000"
194,"Steve Kerr, G",Portland Trail Blazers,"$2,406,000"
195,"Rodney Rogers, SF",Boston Celtics,"$2,400,000"
196,"Sean Rooks, C",LA Clippers,"$2,400,000"
197,"Terry Porter, G",San Antonio Spurs,"$2,400,000"
198,"Calbert Cheaney, SG",Denver Nuggets,"$2,400,000"
199,"Michael Curry, SF",Detroit Pistons,"$2,400,000"
200,"George McCloud, F",Denver Nuggets,"$2,400,000"
RK,NAME,TEAM,SALARY
201,"Stacey Augmon, SF",Charlotte Hornets,"$2,400,000"
202,"Lucious Harris, SG",New Jersey Nets,"$2,400,000"
203,"George Lynch, SF",Charlotte Hornets,"$2,400,000"
204,"Grant Long, F",Memphis Grizzlies,"$2,400,000"
205,"Hubert Davis, SG",Washington Wizards,"$2,368,000"
206,"Larry Hughes, SG",Golden State Warriors,"$2,343,000"
207,"Wally Szczerbiak, SG",Minnesota Timberwolves,"$2,313,000"
208,"Malik Rose, PF",San Antonio Spurs,"$2,285,000"
209,"Vinny Del Negro, G",Phoenix Suns,"$2,275,000"
210,"DerMarr Johnson, SF",Atlanta Hawks,"$2,265,000"
RK,NAME,TEAM,SALARY
211,"Eddy Curry, NA",Chicago Bulls,"$2,232,000"
212,"Shane Battier, SF",Memphis Grizzlies,"$2,203,000"
213,"John Amaechi, PF",Utah Jazz,"$2,175,000"
214,"Dirk Nowitzki, F",Dallas Mavericks,"$2,157,000"
215,"Patrick Ewing, C",Orlando Magic,"$2,118,000"
216,"Richard Hamilton, SG",Washington Wizards,"$2,111,000"
217,"Dell Curry, G",Toronto Raptors,"$2,100,000"
218,"Chris Mihm, C",Cleveland Cavaliers,"$2,067,000"
219,"Paul Pierce, SF",Boston Celtics,"$2,051,000"
220,"Bonzi Wells, SG",Portland Trail Blazers,"$2,028,000"
RK,NAME,TEAM,SALARY
221,"Jason Richardson, SG",Golden State Warriors,"$2,021,000"
222,"Eddie Griffin, PF",Houston Rockets,"$2,011,000"
223,"Michael Doleac, C",Cleveland Cavaliers,"$2,000,000"
224,"Bryant Stith, G",Cleveland Cavaliers,"$2,000,000"
225,"Keon Clark, PF",Toronto Raptors,"$1,971,000"
226,"Michael Dickerson, G",Memphis Grizzlies,"$1,940,000"
227,"Andre Miller, PG",Cleveland Cavaliers,"$1,934,000"
228,"Greg Foster, C",Milwaukee Bucks,"$1,924,000"
229,"Matt Harpring, SF",Philadelphia 76ers,"$1,908,000"
230,"Jamal Crawford, G",Chicago Bulls,"$1,894,000"
RK,NAME,TEAM,SALARY
231,"DeSagana Diop, C",Cleveland Cavaliers,"$1,842,000"
232,"Shawn Marion, SG",Phoenix Suns,"$1,778,000"
233,"Darvin Ham, SF",Milwaukee Bucks,"$1,760,000"
234,"Shammond Williams, PG",Seattle SuperSonics,"$1,750,000"
235,"Joel Przybilla, C",Milwaukee Bucks,"$1,741,000"
236,"Rasho Nesterovic, C",Minnesota Timberwolves,"$1,725,000"
237,"Tyronn Lue, PG",Washington Wizards,"$1,714,000"
238,"Rodney White, SF",Detroit Pistons,"$1,694,000"
239,"Jason Terry, G",Atlanta Hawks,"$1,689,000"
240,"Keyon Dooling, PG",LA Clippers,"$1,654,000"
RK,NAME,TEAM,SALARY
241,"Joe Johnson, G",Phoenix Suns,"$1,608,000"
242,"Trajan Langdon, SG",Cleveland Cavaliers,"$1,604,000"
243,"Johnny Newman, F",Dallas Mavericks,"$1,575,000"
244,"Jerome Moiso, C",Charlotte Hornets,"$1,571,000"
245,"Pat Garrity, PF",Orlando Magic,"$1,569,000"
246,"Kedrick Brown, SG",Boston Celtics,"$1,528,000"
247,"Roshown McLeod, F",Boston Celtics,"$1,509,000"
248,"Tony Massenburg, PF",Memphis Grizzlies,"$1,500,000"
249,"Danny Manning, F",Dallas Mavericks,"$1,500,000"
250,"Dana Barros, PG",Detroit Pistons,"$1,500,000"
RK,NAME,TEAM,SALARY
251,"Ricky Davis, SG",Cleveland Cavaliers,"$1,496,000"
252,"Etan Thomas, C",Washington Wizards,"$1,493,000"
253,"Brian Skinner, PF",Cleveland Cavaliers,"$1,483,000"
254,"Corie Blount, PF",Philadelphia 76ers,"$1,452,000"
255,"Vladimir Radmanovic, SF",Seattle SuperSonics,"$1,452,000"
256,"Corey Maggette, SF",LA Clippers,"$1,448,000"
257,"Al Harrington, PF",Indiana Pacers,"$1,436,000"
258,"Courtney Alexander, SG",Washington Wizards,"$1,418,000"
259,"Samaki Walker, PF",Los Angeles Lakers,"$1,400,000"
260,"Richard Jefferson, F",New Jersey Nets,"$1,379,000"
RK,NAME,TEAM,SALARY
261,"William Avery, G",Minnesota Timberwolves,"$1,375,000"
262,"Mateen Cleaves, PG",Sacramento Kings,"$1,347,000"
263,"Troy Murphy, PF",Golden State Warriors,"$1,310,000"
264,"Eldridge Recasner, G",LA Clippers,"$1,300,000"
265,"Bryce Drew, PG",Charlotte Hornets,"$1,300,000"
266,"Matt Bullard, F",Charlotte Hornets,"$1,300,000"
267,"Popeye Jones, PF",Washington Wizards,"$1,300,000"
268,"Jason Collier, C",Houston Rockets,"$1,280,000"
269,"Metta World Peace, SF",Indiana Pacers,"$1,241,000"
270,"Hedo Turkoglu, SF",Sacramento Kings,"$1,216,000"
RK,NAME,TEAM,SALARY
271,"Greg Buckner, SG",Dallas Mavericks,"$1,210,000"
272,"Kirk Haston, F",Charlotte Hornets,"$1,182,000"
273,"Cal Bowdler, F",Atlanta Hawks,"$1,179,000"
274,"Desmond Mason, SF",Seattle SuperSonics,"$1,155,000"
275,"Michael Bradley, PF",Toronto Raptors,"$1,124,000"
276,"James Posey, SF",Denver Nuggets,"$1,120,000"
277,"Quentin Richardson, SF",LA Clippers,"$1,097,000"
278,"Quincy Lewis, SG",Utah Jazz,"$1,070,000"
279,"Jason Collins, C",New Jersey Nets,"$1,067,000"
280,"Jamaal Magloire, C",Charlotte Hornets,"$1,048,000"
RK,NAME,TEAM,SALARY
281,"Steven Hunter, C",Orlando Magic,"$1,037,000"
282,"Dion Glover, SG",Atlanta Hawks,"$1,027,000"
283,"Zach Randolph, F",Portland Trail Blazers,"$1,019,000"
284,"Speedy Claxton, PG",Philadelphia 76ers,"$1,006,000"
285,"Michael Jordan, G",Washington Wizards,"$1,000,000"
286,"Danny Ferry, F",San Antonio Spurs,"$1,000,000"
287,"Fred Hoiberg, SG",Chicago Bulls,"$1,000,000"
288,"Don Reid, F",Orlando Magic,"$1,000,000"
289,"John Crotty, G",Utah Jazz,"$1,000,000"
290,"Mark Bryant, F",San Antonio Spurs,"$1,000,000"
RK,NAME,TEAM,SALARY
291,"Jeff Foster, PF",Indiana Pacers,"$986,000"
292,"Morris Peterson, SG",Toronto Raptors,"$966,000"
293,"Kenny Thomas, PF",Houston Rockets,"$946,000"
294,"Joseph Forte, G",Boston Celtics,"$939,000"
295,"Donnell Harvey, PF",Denver Nuggets,"$927,000"
296,"Jeryl Sasser, G",Orlando Magic,"$902,000"
297,"DeShawn Stevenson, SG",Utah Jazz,"$890,000"
298,"Brandon Armstrong, SG",New Jersey Nets,"$865,000"
299,"Dalibor Bagaric, C",Chicago Bulls,"$854,000"
300,"Tim James, F",Philadelphia 76ers,"$837,000"
RK,NAME,TEAM,SALARY
301,"Devean George, SF",Los Angeles Lakers,"$834,000"
302,"Andrei Kirilenko, SF",Utah Jazz,"$831,000"
303,"Jake Tsakalidis, C",Phoenix Suns,"$820,000"
304,"Brendan Haywood, C",Washington Wizards,"$815,000"
305,"Vonteego Cummings, PG",Philadelphia 76ers,"$810,000"
306,"Mamadou N'diaye, C",Toronto Raptors,"$793,000"
307,"Jumaine Jones, SF",Cleveland Cavaliers,"$786,000"
308,"Scott Padgett, PF",Utah Jazz,"$781,000"
309,"Samuel Dalembert, C",Philadelphia 76ers,"$771,000"
310,"Erick Barkley, G",Portland Trail Blazers,"$765,000"
RK,NAME,TEAM,SALARY
311,"Mark Madsen, PF",Los Angeles Lakers,"$760,000"
312,"Jamaal Tinsley, PG",Indiana Pacers,"$749,000"
313,"Primoz Brezec, C",Indiana Pacers,"$749,000"
314,"Tony Parker, G",San Antonio Spurs,"$744,000"
315,"Bruce Bowen, SF",San Antonio Spurs,"$715,000"
316,"Cherokee Parks, PF",San Antonio Spurs,"$715,000"
317,"Emanual Davis, G",Atlanta Hawks,"$715,000"
318,"Milt Palacio, PG",Phoenix Suns,"$690,000"
319,"Gerald Wallace, SF",Sacramento Kings,"$664,000"
320,"Earl Boykins, PG",LA Clippers,"$650,000"
RK,NAME,TEAM,SALARY
321,"Adrian Griffin, G",Dallas Mavericks,"$648,000"
322,"Ryan Bowen, SF",Denver Nuggets,"$630,000"
323,"Rafer Alston, PG",Milwaukee Bucks,"$625,000"
324,"Harold Jamison, F",LA Clippers,"$600,000"
325,"Mitchell Butler, SG",Portland Trail Blazers,"$591,000"
326,"Kevin Ollie, PG",Indiana Pacers,"$591,000"
327,"Chris Dudley, C",Portland Trail Blazers,"$591,000"
328,"Rick Brunson, PG",Portland Trail Blazers,"$591,000"
329,"Brian Shaw, G",Los Angeles Lakers,"$591,000"
330,"Felton Spencer, C",New York Knicks,"$591,000"
RK,NAME,TEAM,SALARY
331,"Larry Robinson, G",New York Knicks,"$591,000"
332,"Gary Trent, PF",Minnesota Timberwolves,"$591,000"
333,"Sam Mitchell, F",Minnesota Timberwolves,"$591,000"
334,"Erick Strickland, PG",Boston Celtics,"$591,000"
335,"Carlos Rogers, F",Indiana Pacers,"$591,000"
336,"Rod Strickland, PG",Miami Heat,"$591,000"
337,"Troy Hudson, PG",Orlando Magic,"$591,000"
338,"Victor Alexander, F",Detroit Pistons,"$591,000"
339,"Monty Williams, SF",Orlando Magic,"$591,000"
340,"Shawnelle Scott, C",Denver Nuggets,"$591,000"
RK,NAME,TEAM,SALARY
341,"Mark Pope, C",Milwaukee Bucks,"$591,000"
342,"Antonio Harvey, F",Seattle SuperSonics,"$591,000"
343,"Jeff McInnis, PG",LA Clippers,"$590,000"
344,"Darrick Martin, PG",Dallas Mavericks,"$590,000"
345,"Jacque Vaughn, PG",Atlanta Hawks,"$590,000"
346,"Kendall Gill, SF",Miami Heat,"$590,000"
347,"Mitch Richmond, G",Los Angeles Lakers,"$590,000"
348,"Dan Majerle, G",Phoenix Suns,"$590,000"
349,"Sean Marks, PF",Miami Heat,"$566,000"
350,"Vladimir Stepania, C",Miami Heat,"$566,000"
RK,NAME,TEAM,SALARY
351,"Damon Jones, PG",Detroit Pistons,"$566,000"
352,"Bruno Sundov, C",Indiana Pacers,"$565,000"
353,"Felipe Lopez, G",Minnesota Timberwolves,"$565,000"
354,"Todd MacCulloch, C",New Jersey Nets,"$550,000"
355,"Amal McCaskill, C",San Antonio Spurs,"$541,000"
356,"Derrick Dial, SG",Toronto Raptors,"$541,000"
357,"Charles Smith, SG",San Antonio Spurs,"$541,000"
358,"Jelani McCoy, PF",Los Angeles Lakers,"$541,000"
359,"Obinna Ekezie, C",LA Clippers,"$541,000"
360,"Michael Ruffin, PF",Philadelphia 76ers,"$540,000"
RK,NAME,TEAM,SALARY
361,"Rodney Buford, SF",Memphis Grizzlies,"$540,000"
362,"Mark Blount, C",Boston Celtics,"$540,000"
363,"Mark Strickland, F",Atlanta Hawks,"$539,000"
364,"Terence Morris, F",Houston Rockets,"$490,000"
365,"Jim Jackson, SF",Miami Heat,"$480,000"
366,"Predrag Drobnjak, C",Seattle SuperSonics,"$479,000"
367,"Art Long, F",Seattle SuperSonics,"$466,000"
368,"Lee Nailon, SF",Charlotte Hornets,"$466,000"
369,"Zendon Hamilton, C",Denver Nuggets,"$466,000"
370,"Lavor Postell, G",New York Knicks,"$466,000"
RK,NAME,TEAM,SALARY
371,"Jerome James, C",Seattle SuperSonics,"$466,000"
372,"Olumide Oyedeji, C",Seattle SuperSonics,"$466,000"
373,"Eduardo Najera, PF",Dallas Mavericks,"$465,000"
374,"Raja Bell, SG",Philadelphia 76ers,"$465,000"
375,"Michael Redd, SG",Milwaukee Bucks,"$465,000"
376,"Jason Hart, PG",San Antonio Spurs,"$465,000"
377,"Daniel Santiago, C",Phoenix Suns,"$465,000"
378,"Dan Langhi, PF",Houston Rockets,"$465,000"
379,"Eddie Gill, PG",Memphis Grizzlies,"$465,000"
380,"ZhiZhi Wang, C",Dallas Mavericks,"$465,000"
RK,NAME,TEAM,SALARY
381,"Eddie House, SG",Miami Heat,"$465,000"
382,"Jake Voskuhl, C",Phoenix Suns,"$465,000"
383,"Stephen Jackson, SF",San Antonio Spurs,"$465,000"
384,"A.J. Guyton, G",Chicago Bulls,"$465,000"
385,"Brian Cardinal, PF",Detroit Pistons,"$465,000"
386,"Hanno Mottola, C",Atlanta Hawks,"$465,000"
387,"Slava Medvedenko, PF",Los Angeles Lakers,"$465,000"
388,"Reggie Slater, F",Atlanta Hawks,"$438,000"
389,"Steve Goodrich, F",New Jersey Nets,"$389,000"
390,"Gilbert Arenas, PG",Golden State Warriors,"$333,000"
RK,NAME,TEAM,SALARY
391,"Ratko Varda, C",Detroit Pistons,"$333,000"
392,"Earl Watson, PG",Seattle SuperSonics,"$333,000"
393,"Jarron Collins, C",Utah Jazz,"$333,000"
394,"Kenny Satterfield, G",Denver Nuggets,"$333,000"
395,"Malik Allen, PF",Miami Heat,"$333,000"
396,"Jamison Brewer, PG",Indiana Pacers,"$333,000"
397,"Trenton Hassell, SF",Chicago Bulls,"$333,000"
398,"Tierre Brown, PG",Houston Rockets,"$333,000"
399,"Oscar Torres, G",Houston Rockets,"$333,000"
400,"Dean Oliver, G",Golden State Warriors,"$333,000"
RK,NAME,TEAM,SALARY
401,"Ruben Boumtje-Boumtje, C",Portland Trail Blazers,"$333,000"
402,"Norman Richardson, G",Chicago Bulls,"$333,000"
403,"Brian Scalabrine, PF",New Jersey Nets,"$333,000"
404,"Carlos Arroyo, PG",Denver Nuggets,"$333,000"
405,"Ernest Brown, C",Miami Heat,"$333,000"
406,"Antonis Fotsis, F",Memphis Grizzlies,"$332,000"
407,"Maurice Evans, SG",Minnesota Timberwolves,"$332,000"
408,"Damone Brown, PF",Philadelphia 76ers,"$332,000"
409,"Will Solomon, PG",Memphis Grizzlies,"$332,000"
410,"Alvin Jones, C",Philadelphia 76ers,"$332,000"
RK,NAME,TEAM,SALARY
411,"Bobby Simmons, SF",Washington Wizards,"$332,000"
412,"Alton Ford, SF",Phoenix Suns,"$332,000"
413,"Jeff Trepagnier, SG",Cleveland Cavaliers,"$332,000"
414,"Loren Woods, C",Minnesota Timberwolves,"$332,000"
415,"Jabari Smith, C",Philadelphia 76ers,"$304,000"
416,"Mike James, PG",Miami Heat,"$237,000"
RK,NAME,TEAM,SALARY
RK,NAME,TEAM,SALARY
