0,1,2,3
98,"Ersan Ilyasova, PF",Orlando Magic,"$7,900,000"
99,"Avery Bradley, PG",Boston Celtics,"$7,730,337"
100,"Kosta Koufos, C",Sacramento Kings,"$7,700,000"
RK,NAME,TEAM,SALARY
101,"Boris Diaw, C",San Antonio Spurs,"$7,500,000"
102,"Pau Gasol, PF",Chicago Bulls,"$7,448,760"
103,"Jose Calderon, G",New York Knicks,"$7,402,812"
104,"JJ Redick, SG",LA Clippers,"$7,085,000"
105,"Anthony Davis, PF",New Orleans Pelicans,"$7,070,730"
106,"Marvin Williams, F",Charlotte Hornets,"$7,000,000"
107,"Rodney Stuckey, PG",Indiana Pacers,"$7,000,000"
108,"Cory Joseph, PG",Toronto Raptors,"$7,000,000"
109,"Lou Williams, SG",Los Angeles Lakers,"$7,000,000"
110,"Ed Davis, C",Portland Trail Blazers,"$6,980,802"
RK,NAME,TEAM,SALARY
111,"Isaiah Thomas, G",Boston Celtics,"$6,912,869"
112,"Jae Crowder, PF",Boston Celtics,"$6,796,117"
113,"Greivis Vasquez, PG",Milwaukee Bucks,"$6,600,000"
114,"Aron Baynes, C",Detroit Pistons,"$6,500,000"
115,"Carl Landry, PF",Philadelphia 76ers,"$6,500,000"
116,"Patrick Beverley, PG",Houston Rockets,"$6,486,486"
117,"Michael Kidd-Gilchrist, F",Charlotte Hornets,"$6,331,404"
118,"Jarrett Jack, G",Brooklyn Nets,"$6,300,000"
119,"Jodie Meeks, G",Detroit Pistons,"$6,270,000"
120,"Patrick Patterson, PF",Toronto Raptors,"$6,268,675"
RK,NAME,TEAM,SALARY
121,"Spencer Hawes, PF",Charlotte Hornets,"$6,110,034"
122,"Marco Belinelli, G",Sacramento Kings,"$6,060,606"
123,"Gerald Henderson, SG",Portland Trail Blazers,"$6,000,000"
124,"Andrew Wiggins, SF",Minnesota Timberwolves,"$5,758,680"
125,"Kyle Korver, G",Atlanta Hawks,"$5,746,479"
126,"Karl-Anthony Towns, C",Minnesota Timberwolves,"$5,703,600"
127,"Bradley Beal, SG",Washington Wizards,"$5,694,674"
128,"Jamal Crawford, G",LA Clippers,"$5,675,000"
129,"Courtney Lee, G",Charlotte Hornets,"$5,675,000"
130,"Martell Webster, SF",New Orleans Pelicans,"$5,613,500"
RK,NAME,TEAM,SALARY
131,"Nikola Mirotic, F",Chicago Bulls,"$5,543,725"
132,"Shaun Livingston, G",Golden State Warriors,"$5,543,725"
133,"Josh McRoberts, PF",Miami Heat,"$5,543,725"
134,"Mirza Teletovic, PF",Phoenix Suns,"$5,500,000"
135,"P.J. Tucker, PF",Phoenix Suns,"$5,500,000"
136,"Brandan Wright, F",Memphis Grizzlies,"$5,464,000"
137,"Deron Williams, PG",Dallas Mavericks,"$5,378,974"
138,"Tim Duncan, C",San Antonio Spurs,"$5,250,000"
139,"Nick Young, G",Los Angeles Lakers,"$5,219,169"
140,"Zaza Pachulia, C",Dallas Mavericks,"$5,200,000"
RK,NAME,TEAM,SALARY
141,"Victor Oladipo, SG",Orlando Magic,"$5,192,520"
142,"Tony Allen, SG",Memphis Grizzlies,"$5,158,539"
143,"Jabari Parker, PF",Milwaukee Bucks,"$5,152,440"
144,"Dion Waiters, G",Oklahoma City Thunder,"$5,138,430"
145,"D'Angelo Russell, PG",Los Angeles Lakers,"$5,103,120"
146,"Chris Kaman, C",Portland Trail Blazers,"$5,016,000"
147,"Darren Collison, PG",Sacramento Kings,"$5,013,559"
148,"Marcus Morris Sr., SF",Detroit Pistons,"$5,000,000"
149,"C.J. Watson, PG",Orlando Magic,"$5,000,000"
150,"JR Smith, G",Cleveland Cavaliers,"$5,000,000"
RK,NAME,TEAM,SALARY
151,"Jonas Jerebko, F",Boston Celtics,"$5,000,000"
152,"Chris Andersen, PF",Memphis Grizzlies,"$5,000,000"
153,"Timofey Mozgov, C",Cleveland Cavaliers,"$4,950,000"
154,"Trevor Booker, F",Utah Jazz,"$4,775,000"
155,"Otto Porter Jr., SF",Washington Wizards,"$4,662,960"
156,"Jonas Valanciunas, C",Toronto Raptors,"$4,660,482"
157,"Joel Embiid, C",Philadelphia 76ers,"$4,626,960"
158,"Jahlil Okafor, C",Philadelphia 76ers,"$4,582,680"
159,"Kyle Singler, F",Oklahoma City Thunder,"$4,500,000"
160,"Mike Dunleavy, SG",Chicago Bulls,"$4,500,000"
RK,NAME,TEAM,SALARY
161,"CJ Miles, G",Indiana Pacers,"$4,394,225"
162,"Alexis Ajinca, C",New Orleans Pelicans,"$4,389,607"
163,"Jared Dudley, SF",Washington Wizards,"$4,375,000"
164,"Jameer Nelson, G",Denver Nuggets,"$4,345,000"
165,"Mario Chalmers, G",Memphis Grizzlies,"$4,300,000"
166,"Jason Smith, F",Orlando Magic,"$4,300,000"
167,"J.J. Barea, G",Dallas Mavericks,"$4,290,000"
168,"Damian Lillard, PG",Portland Trail Blazers,"$4,236,287"
169,"Cody Zeller, C",Charlotte Hornets,"$4,204,200"
170,"Aaron Gordon, PF",Orlando Magic,"$4,171,680"
RK,NAME,TEAM,SALARY
171,"Kristaps Porzingis, C",New York Knicks,"$4,131,720"
172,"Vince Carter, G",Memphis Grizzlies,"$4,088,019"
173,"Devin Harris, G",Dallas Mavericks,"$4,053,446"
174,"Lavoy Allen, F",Indiana Pacers,"$4,050,000"
175,"Ian Mahinmi, C",Indiana Pacers,"$4,000,000"
176,"Jordan Hill, C",Indiana Pacers,"$4,000,000"
177,"Derrick Williams, PF",New York Knicks,"$4,000,000"
178,"Alan Anderson, SG",Washington Wizards,"$4,000,000"
179,"Thabo Sefolosha, F",Atlanta Hawks,"$4,000,000"
180,"Raymond Felton, G",Dallas Mavericks,"$3,950,313"
RK,NAME,TEAM,SALARY
181,"Nemanja Bjelica, PF",Minnesota Timberwolves,"$3,950,001"
182,"Harrison Barnes, SF",Golden State Warriors,"$3,873,398"
183,"Marreese Speights, F",Golden State Warriors,"$3,815,000"
184,"Alex Len, C",Phoenix Suns,"$3,807,120"
185,"Dante Exum, G",Dallas Mavericks,"$3,777,720"
186,"Nick Collison, F",Oklahoma City Thunder,"$3,750,000"
187,"Kyle O'Quinn, C",New York Knicks,"$3,750,000"
188,"Patty Mills, PG",San Antonio Spurs,"$3,578,947"
189,"Terrence Ross, G",Toronto Raptors,"$3,553,917"
190,"Matt Barnes, SF",Memphis Grizzlies,"$3,542,500"
RK,NAME,TEAM,SALARY
191,"Will Barton, G",Denver Nuggets,"$3,533,333"
192,"Nerlens Noel, C",Philadelphia 76ers,"$3,457,800"
193,"Marcus Smart, PG",Boston Celtics,"$3,431,040"
194,"Evan Turner, G",Boston Celtics,"$3,425,510"
195,"Bojan Bogdanovic, SF",Brooklyn Nets,"$3,425,510"
196,"Willie Cauley-Stein, C",Sacramento Kings,"$3,398,280"
197,"Quincy Pondexter, F",San Antonio Spurs,"$3,382,023"
198,"Paul Pierce, SF",LA Clippers,"$3,376,000"
199,"Anthony Morrow, SG",Oklahoma City Thunder,"$3,344,000"
200,"Mike Scott, PF",Atlanta Hawks,"$3,333,333"
RK,NAME,TEAM,SALARY
201,"Drew Gooden, PF",Washington Wizards,"$3,300,000"
202,"Andre Drummond, C",Detroit Pistons,"$3,272,091"
203,"KJ McDaniels, F",Houston Rockets,"$3,189,794"
204,"Ben McLemore, SG",Sacramento Kings,"$3,156,600"
205,"Randy Foye, SG",Oklahoma City Thunder,"$3,135,000"
206,"Julius Randle, PF",Los Angeles Lakers,"$3,132,240"
207,"Austin Rivers, SG",LA Clippers,"$3,110,796"
208,"Emmanuel Mudiay, G",Denver Nuggets,"$3,102,240"
209,"Meyers Leonard, C",Portland Trail Blazers,"$3,075,880"
210,"Jeremy Lamb, SG",Charlotte Hornets,"$3,034,356"
RK,NAME,TEAM,SALARY
211,"Jerryd Bayless, G",Milwaukee Bucks,"$3,000,000"
212,"Brandon Bass, PF",Los Angeles Lakers,"$3,000,000"
213,"D.J. Augustin, G",Denver Nuggets,"$3,000,000"
214,"Anthony Tolliver, PF",Detroit Pistons,"$3,000,000"
215,"John Henson, F",Milwaukee Bucks,"$2,943,221"
216,"Tibor Pleiss, C",Utah Jazz,"$2,900,000"
217,"Luis Scola, F",Toronto Raptors,"$2,900,000"
218,"Maurice Harkless, SF",Portland Trail Blazers,"$2,894,059"
219,"Kentavious Caldwell-Pope, SG",Detroit Pistons,"$2,891,760"
220,"Nik Stauskas, G",Philadelphia 76ers,"$2,869,440"
RK,NAME,TEAM,SALARY
221,"Brian Roberts, PG",Portland Trail Blazers,"$2,854,940"
222,"Udonis Haslem, PF",Miami Heat,"$2,854,940"
223,"Kirk Hinrich, SG",Atlanta Hawks,"$2,854,940"
224,"Dante Cunningham, F",New Orleans Pelicans,"$2,850,000"
225,"Stanley Johnson, SF",Detroit Pistons,"$2,841,960"
226,"Furkan Aldemir, PF",Philadelphia 76ers,"$2,836,768"
227,"Omri Casspi, F",Sacramento Kings,"$2,836,186"
228,"Bismack Biyombo, C",Toronto Raptors,"$2,814,000"
229,"Manu Ginobili, G",San Antonio Spurs,"$2,814,000"
230,"Darrell Arthur, F",Denver Nuggets,"$2,814,000"
RK,NAME,TEAM,SALARY
231,"Sonny Weems, SG",Philadelphia 76ers,"$2,814,000"
232,"Kevin Seraphin, C",New York Knicks,"$2,814,000"
233,"Luke Ridnour, PG",Toronto Raptors,"$2,750,000"
234,"Trey Burke, PG",Utah Jazz,"$2,658,240"
235,"Noah Vonleh, PF",Portland Trail Blazers,"$2,637,720"
236,"Tyler Zeller, C",Boston Celtics,"$2,616,975"
237,"Frank Kaminsky, PF",Charlotte Hornets,"$2,612,520"
238,"Jared Sullinger, C",Boston Celtics,"$2,569,260"
239,"CJ McCollum, SG",Portland Trail Blazers,"$2,525,160"
240,"Leandro Barbosa, G",Golden State Warriors,"$2,500,000"
RK,NAME,TEAM,SALARY
241,"James Johnson, PF",Toronto Raptors,"$2,500,000"
242,"Justise Winslow, PF",Miami Heat,"$2,481,720"
243,"Shelvin Mack, G",Utah Jazz,"$2,433,333"
244,"Michael Carter-Williams, G",Milwaukee Bucks,"$2,399,040"
245,"Doug McDermott, SF",Chicago Bulls,"$2,380,440"
246,"Myles Turner, C",Indiana Pacers,"$2,357,760"
247,"Evan Fournier, SG",Orlando Magic,"$2,288,205"
248,"Steven Adams, C",Oklahoma City Thunder,"$2,279,040"
249,"Aaron Brooks, G",Chicago Bulls,"$2,250,000"
250,"Trey Lyles, PF",Utah Jazz,"$2,239,800"
RK,NAME,TEAM,SALARY
251,"Ramon Sessions, G",Washington Wizards,"$2,170,465"
252,"Danny Granger, SF",Detroit Pistons,"$2,170,465"
253,"Beno Udrih, PG",Miami Heat,"$2,170,465"
254,"Steve Blake, PG",Detroit Pistons,"$2,170,465"
255,"Kelly Olynyk, PF",Boston Celtics,"$2,165,160"
256,"Zach LaVine, SG",Minnesota Timberwolves,"$2,148,360"
257,"Kendall Marshall, PG",Philadelphia 76ers,"$2,144,772"
258,"Jeremy Lin, G",Charlotte Hornets,"$2,139,000"
259,"Gary Neal, PG",Washington Wizards,"$2,139,000"
260,"Devin Booker, SG",Phoenix Suns,"$2,127,840"
RK,NAME,TEAM,SALARY
261,"Miles Plumlee, C",Milwaukee Bucks,"$2,109,294"
262,"Mo Williams, PG",Cleveland Cavaliers,"$2,100,000"
263,"David Lee, PF",Dallas Mavericks,"$2,085,671"
264,"Shabazz Muhammad, F",Minnesota Timberwolves,"$2,056,920"
265,"Joe Ingles, SG",Utah Jazz,"$2,050,000"
266,"T.J. Warren, SF",Phoenix Suns,"$2,041,080"
267,"Perry Jones, SF",New Orleans Pelicans,"$2,038,206"
268,"Cameron Payne, PG",Oklahoma City Thunder,"$2,021,520"
269,"Festus Ezeli, C",Golden State Warriors,"$2,008,748"
270,"Kent Bazemore, SF",Atlanta Hawks,"$2,000,000"
RK,NAME,TEAM,SALARY
271,"DeJuan Blair, C",Washington Wizards,"$2,000,000"
272,"Giannis Antetokounmpo, PF",Milwaukee Bucks,"$1,953,960"
273,"Adreian Payne, PF",Minnesota Timberwolves,"$1,938,840"
274,"Kelly Oubre Jr., SG",Washington Wizards,"$1,920,240"
275,"Lucas Nogueira, C",Toronto Raptors,"$1,842,000"
276,"Jusuf Nurkic, C",Denver Nuggets,"$1,842,000"
277,"Terry Rozier, SG",Boston Celtics,"$1,824,360"
278,"Dennis Schroder, PG",Atlanta Hawks,"$1,763,400"
279,"James Young, G",Boston Celtics,"$1,749,840"
280,"Rashad Vaughn, G",Milwaukee Bucks,"$1,733,040"
RK,NAME,TEAM,SALARY
281,"Ryan Kelly, PF",Los Angeles Lakers,"$1,724,250"
282,"Joffrey Lauvergne, F",Denver Nuggets,"$1,709,719"
283,"Zoran Dragic, SG",Boston Celtics,"$1,706,225"
284,"Tyler Ennis, G",Milwaukee Bucks,"$1,662,360"
285,"Sam Dekker, F",Houston Rockets,"$1,646,400"
286,"Lance Thomas, F",New York Knicks,"$1,636,842"
287,"Lou Amundson, PF",New York Knicks,"$1,635,476"
288,"Sergey Karasev, SG",Brooklyn Nets,"$1,599,840"
289,"Gary Harris, SG",Denver Nuggets,"$1,584,480"
290,"Jerian Grant, G",New York Knicks,"$1,572,360"
RK,NAME,TEAM,SALARY
291,"Tony Snell, SF",Chicago Bulls,"$1,535,880"
292,"Delon Wright, SG",Toronto Raptors,"$1,509,360"
293,"Wayne Ellington, SG",Brooklyn Nets,"$1,500,000"
294,"Shane Larkin, G",Brooklyn Nets,"$1,500,000"
295,"David West, F",San Antonio Spurs,"$1,499,187"
296,"Gorgui Dieng, C",Minnesota Timberwolves,"$1,474,440"
297,"Mitch McGary, PF",Oklahoma City Thunder,"$1,463,040"
298,"Caron Butler, SF",Sacramento Kings,"$1,449,187"
299,"Justin Anderson, F",Dallas Mavericks,"$1,449,000"
300,"Mason Plumlee, C",Portland Trail Blazers,"$1,415,520"
RK,NAME,TEAM,SALARY
301,"Jordan Adams, SG",Memphis Grizzlies,"$1,404,600"
302,"Bobby Portis, F",Chicago Bulls,"$1,391,160"
303,"Andrea Bargnani, C",Brooklyn Nets,"$1,362,897"
304,"Solomon Hill, SF",Indiana Pacers,"$1,358,880"
305,"Rodney Hood, SG",Utah Jazz,"$1,348,440"
306,"Rondae Hollis Jefferson, SF",Brooklyn Nets,"$1,335,480"
307,"Alonzo Gee, SF",New Orleans Pelicans,"$1,320,000"
308,"Tim Hardaway Jr., SF",Atlanta Hawks,"$1,304,520"
309,"Nikola Jokic, C",Denver Nuggets,"$1,300,000"
310,"Shabazz Napier, G",Orlando Magic,"$1,294,440"
RK,NAME,TEAM,SALARY
311,"Tyus Jones, PG",Minnesota Timberwolves,"$1,282,080"
312,"Sasha Kaun, C",Cleveland Cavaliers,"$1,276,000"
313,"JaVale McGee, C",Dallas Mavericks,"$1,270,964"
314,"Cartier Martin, PF",Detroit Pistons,"$1,270,964"
315,"Reggie Bullock Jr., SF",Detroit Pistons,"$1,252,440"
316,"Clint Capela, C",Houston Rockets,"$1,242,720"
317,"Jarell Martin, F",Memphis Grizzlies,"$1,230,840"
318,"Andre Roberson, F",Oklahoma City Thunder,"$1,210,800"
319,"P.J. Hairston, SF",Memphis Grizzlies,"$1,201,440"
320,"Boban Marjanovic, C",San Antonio Spurs,"$1,200,000"
RK,NAME,TEAM,SALARY
321,"Earl Clark, SF",Brooklyn Nets,"$1,185,784"
322,"Reggie Williams, SF",New Orleans Pelicans,"$1,185,784"
323,"Rudy Gobert, C",Utah Jazz,"$1,175,880"
324,"Jordan Mickey, F",Boston Celtics,"$1,170,960"
325,"Toney Douglas, PG",New Orleans Pelicans,"$1,164,858"
326,"Archie Goodwin, SG",Phoenix Suns,"$1,160,160"
327,"CJ Wilcox, G",LA Clippers,"$1,159,680"
328,"Larry Nance Jr., PF",Los Angeles Lakers,"$1,155,600"
329,"Chris Copeland, SF",Milwaukee Bucks,"$1,150,000"
330,"Damjan Rudez, SF",Minnesota Timberwolves,"$1,149,500"
RK,NAME,TEAM,SALARY
331,"RJ Hunter, G",Boston Celtics,"$1,148,640"
332,"Matthew Dellavedova, PG",Cleveland Cavaliers,"$1,147,276"
333,"Kyle Anderson, SF",San Antonio Spurs,"$1,142,880"
334,"Josh Huestis, F",Oklahoma City Thunder,"$1,140,240"
335,"Chris McCullough, F",Brooklyn Nets,"$1,140,240"
336,"Kevon Looney, F",Golden State Warriors,"$1,131,960"
337,"Garrett Temple, SF",Washington Wizards,"$1,100,602"
338,"Wesley Johnson, F",LA Clippers,"$1,100,602"
339,"Luke Babbitt, F",New Orleans Pelicans,"$1,100,602"
340,"Henry Walker, SF",Miami Heat,"$1,100,602"
RK,NAME,TEAM,SALARY
341,"Jeremy Evans, F",Dallas Mavericks,"$1,100,602"
342,"Cole Aldrich, C",LA Clippers,"$1,100,602"
343,"Glenn Robinson III, F",Indiana Pacers,"$1,100,000"
344,"Richaun Holmes, F",Philadelphia 76ers,"$1,074,169"
345,"Jon Leuer, F",Phoenix Suns,"$1,035,000"
346,"James Anderson, SG",Sacramento Kings,"$1,015,421"
347,"E'Twaun Moore, G",Chicago Bulls,"$1,015,421"
348,"Lester Hudson, SG",LA Clippers,"$1,015,421"
349,"Joey Dorsey, PF",Barcelona FC Barcelona,"$1,015,421"
350,"Jordan Hamilton, SG",New Orleans Pelicans,"$1,015,421"
RK,NAME,TEAM,SALARY
351,"Rakeem Christmas, PF",Indiana Pacers,"$1,007,026"
352,"Joe Young, G",Indiana Pacers,"$1,007,026"
353,"Montrezl Harrell, C",Houston Rockets,"$1,000,000"
354,"Robert Covington, PF",Philadelphia 76ers,"$1,000,000"
355,"Kris Humphries, PF",Atlanta Hawks,"$1,000,000"
356,"Hassan Whiteside, C",Miami Heat,"$981,348"
357,"Quincy Acy, F",Sacramento Kings,"$981,348"
358,"Jerel McNeal, SG",Phoenix Suns,"$981,348"
359,"John Jenkins, G",Phoenix Suns,"$981,348"
360,"Chris Johnson, SG",Utah Jazz,"$981,348"
RK,NAME,TEAM,SALARY
361,"Robert Sacre, C",Los Angeles Lakers,"$981,348"
362,"Thomas Robinson, F",Brooklyn Nets,"$981,348"
363,"Pablo Prigioni, PG",LA Clippers,"$947,726"
364,"Ish Smith, PG",Philadelphia 76ers,"$947,276"
365,"Tyler Hansbrough, PF",Charlotte Hornets,"$947,276"
366,"Mike Muscala, C",Atlanta Hawks,"$947,276"
367,"Henry Sims, C",Brooklyn Nets,"$947,276"
368,"Matt Bonner, C",San Antonio Spurs,"$947,276"
369,"Hollis Thompson, F",Philadelphia 76ers,"$947,276"
370,"Grant Jerrett, PF",Portland Trail Blazers,"$947,276"
RK,NAME,TEAM,SALARY
371,"Ronnie Price, PG",Phoenix Suns,"$947,276"
372,"Dewayne Dedmon, C",Orlando Magic,"$947,276"
373,"Ricky Ledo, SG",New York Knicks,"$947,276"
374,"Sasha Vujacic, SG",New York Knicks,"$947,276"
375,"Allen Crabbe, G",Portland Trail Blazers,"$947,276"
376,"John Lucas III, PG",Minnesota Timberwolves,"$947,276"
377,"Rasual Butler, SF",San Antonio Spurs,"$947,276"
378,"Tayshaun Prince, SF",Minnesota Timberwolves,"$947,276"
379,"Isaiah Canaan, G",Philadelphia 76ers,"$947,276"
380,"Jason Terry, G",Houston Rockets,"$947,276"
RK,NAME,TEAM,SALARY
381,"Amar'e Stoudemire, C",Miami Heat,"$947,276"
382,"Metta World Peace, SF",Los Angeles Lakers,"$947,276"
383,"Damien Wilkins, SG",Indiana Pacers,"$947,276"
384,"Anthony Bennett, F",Toronto Raptors,"$947,276"
385,"Luc Mbah a Moute, F",LA Clippers,"$947,276"
386,"Chuck Hayes, PF",Houston Rockets,"$947,276"
387,"Gerald Green, G",Miami Heat,"$947,276"
388,"Chris Babb, SG",Golden State Warriors,"$947,276"
389,"Jared Cunningham, G",Milwaukee Bucks,"$947,276"
390,"Jamaal Franklin, SG",Denver Nuggets,"$947,276"
RK,NAME,TEAM,SALARY
391,"Troy Daniels, G",Charlotte Hornets,"$947,276"
392,"Justin Holiday, SF",Chicago Bulls,"$947,276"
393,"Donald Sloan, G",Brooklyn Nets,"$947,276"
394,"Richard Jefferson, F",Cleveland Cavaliers,"$947,276"
395,"Mike Miller, SG",Denver Nuggets,"$947,276"
396,"Jeff Withey, C",Utah Jazz,"$947,276"
397,"Seth Curry, SG",Sacramento Kings,"$947,276"
398,"Charlie Villanueva, PF",Dallas Mavericks,"$947,276"
399,"Samuel Dalembert, C",Dallas Mavericks,"$947,276"
400,"Austin Daye, SF",Cleveland Cavaliers,"$947,276"
RK,NAME,TEAM,SALARY
401,"Kendrick Perkins, C",New Orleans Pelicans,"$947,276"
402,"James Jones, SG",Cleveland Cavaliers,"$947,276"
403,"Willie Reed, C",Brooklyn Nets,"$947,276"
404,"Ian Clark, G",Golden State Warriors,"$947,276"
405,"Nate Robinson, PG",New Orleans Pelicans,"$947,276"
406,"Josh Smith, PF",Houston Rockets,"$947,276"
407,"Jason Richardson, SG",Atlanta Hawks,"$947,276"
408,"Raul Neto, PG",Utah Jazz,"$900,000"
409,"Jimmer Fredette, G",New York Knicks,"$874,837"
410,"Damien Inglis, SF",Milwaukee Bucks,"$855,000"
