0,1,2,3
124,"Wilson Chandler, F",Denver Nuggets,"$5,516,664"
125,"Chuck Hayes, PF",Sacramento Kings,"$5,486,250"
126,"Sasha Vujacic, SG",New York Knicks,"$5,475,113"
127,"Mike Miller, SG",Miami Heat,"$5,400,000"
128,"Jason Richardson, SG",Orlando Magic,"$5,395,000"
129,"Evan Turner, G",Philadelphia 76ers,"$5,293,080"
130,"Martell Webster, SF",Minnesota Timberwolves,"$5,256,000"
RK,NAME,TEAM,SALARY
131,"Tyreke Evans, G",Sacramento Kings,"$5,251,825"
132,"Antonio McDyess, PF",San Antonio Spurs,"$5,220,000"
133,"Speedy Claxton, PG",Atlanta Hawks,"$5,209,454"
134,"Lou Williams, SG",Philadelphia 76ers,"$5,176,000"
135,"Kyrie Irving, PG",Cleveland Cavaliers,"$5,144,280"
136,"Hasheem Thabeet, C",Portland Trail Blazers,"$5,127,720"
137,"Russell Westbrook, PG",Oklahoma City Thunder,"$5,082,416"
138,"Jason Maxiell, PF",Detroit Pistons,"$5,000,000"
139,"Jamal Crawford, G",Portland Trail Blazers,"$5,000,000"
140,"Kyle Korver, G",Chicago Bulls,"$5,000,000"
RK,NAME,TEAM,SALARY
141,"Luc Mbah a Moute, F",Milwaukee Bucks,"$5,000,000"
142,"Richard Hamilton, SG",Chicago Bulls,"$5,000,000"
143,"Jarrett Jack, G",New Orleans Hornets,"$5,000,000"
144,"Marcus Banks, PG",New Orleans Pelicans,"$4,847,586"
145,"Darius Songaila, PF",Philadelphia 76ers,"$4,818,000"
146,"Darko Milicic, C",Minnesota Timberwolves,"$4,776,500"
147,"Derrick Favors, F",Utah Jazz,"$4,753,320"
148,"Brad Miller, C",Minnesota Timberwolves,"$4,752,000"
149,"Zaza Pachulia, C",Atlanta Hawks,"$4,750,000"
150,"Ronnie Brewer, SF",Chicago Bulls,"$4,710,000"
RK,NAME,TEAM,SALARY
151,"Kevin Love, PF",Minnesota Timberwolves,"$4,609,701"
152,"James Harden, SG",Oklahoma City Thunder,"$4,604,760"
153,"Derrick Williams, PF",Minnesota Timberwolves,"$4,602,720"
154,"Linas Kleiza, SF",Toronto Raptors,"$4,600,000"
155,"Nikola Pekovic, C",Minnesota Timberwolves,"$4,503,600"
156,"Jonas Jerebko, F",Detroit Pistons,"$4,500,000"
157,"Jeff Green, PF",Houston Rockets,"$4,455,988"
158,"Daniel Gibson, SG",Cleveland Cavaliers,"$4,403,834"
159,"Enes Freedom, C",Utah Jazz,"$4,319,280"
160,"J.J. Barea, G",Minnesota Timberwolves,"$4,300,000"
RK,NAME,TEAM,SALARY
161,"Ramon Sessions, G",Los Angeles Lakers,"$4,257,973"
162,"Randy Foye, SG",LA Clippers,"$4,250,000"
163,"Jared Dudley, SF",Phoenix Suns,"$4,250,000"
164,"Brandon Bass, PF",Boston Celtics,"$4,250,000"
165,"Chris Andersen, PF",Denver Nuggets,"$4,234,000"
166,"Danilo Gallinari, PF",Denver Nuggets,"$4,190,182"
167,"Bruce Bowen, SF",San Antonio Spurs,"$4,100,000"
168,"Charlie Bell, SG",Golden State Warriors,"$4,099,920"
169,"Greg Buckner, SG",Memphis Grizzlies,"$4,080,915"
170,"Udonis Haslem, PF",Miami Heat,"$4,060,000"
RK,NAME,TEAM,SALARY
171,"Spencer Hawes, PF",Philadelphia 76ers,"$4,051,024"
172,"Wesley Johnson, F",Minnesota Timberwolves,"$4,006,080"
173,"Jordan Farmar, PG",New Jersey Nets,"$4,000,000"
174,"Anthony Morrow, SG",New Jersey Nets,"$4,000,000"
175,"Hakim Warrick, PF",Phoenix Suns,"$4,000,000"
176,"Mario Chalmers, G",Miami Heat,"$4,000,000"
177,"Steve Blake, PG",Los Angeles Lakers,"$4,000,000"
178,"Ryan Gomes, SF",LA Clippers,"$4,000,000"
179,"Tiago Splitter, C",San Antonio Spurs,"$3,944,000"
180,"Matt Carroll, SG",Charlotte Bobcats,"$3,900,000"
RK,NAME,TEAM,SALARY
181,"DeMarcus Cousins, C",Sacramento Kings,"$3,880,800"
182,"Eric Gordon, SG",New Orleans Hornets,"$3,831,184"
183,"Dorell Wright, SF",Golden State Warriors,"$3,823,000"
184,"Nazr Mohammed, C",Oklahoma City Thunder,"$3,750,000"
185,"Mike Dunleavy, SG",Milwaukee Bucks,"$3,750,000"
186,"Tristan Thompson, C",Cleveland Cavaliers,"$3,726,600"
187,"CJ Miles, G",Utah Jazz,"$3,700,000"
188,"Nick Young, G",LA Clippers,"$3,695,857"
189,"Luke Ridnour, PG",Minnesota Timberwolves,"$3,680,000"
190,"Matt Bonner, C",San Antonio Spurs,"$3,630,000"
RK,NAME,TEAM,SALARY
191,"Shannon Brown, PG",Phoenix Suns,"$3,500,000"
192,"Carlos Delfino, SG",Milwaukee Bucks,"$3,500,000"
193,"Shaun Livingston, G",Milwaukee Bucks,"$3,500,000"
194,"Ricky Rubio, PG",Minnesota Timberwolves,"$3,480,120"
195,"Raja Bell, SG",Utah Jazz,"$3,480,000"
196,"Jonny Flynn, PG",Portland Trail Blazers,"$3,414,720"
197,"C.J. Watson, PG",Chicago Bulls,"$3,400,000"
198,"Marco Belinelli, G",New Orleans Hornets,"$3,377,604"
199,"DeMar DeRozan, SF",Toronto Raptors,"$3,344,250"
200,"Timofey Mozgov, C",Denver Nuggets,"$3,343,896"
RK,NAME,TEAM,SALARY
201,"Daequan Cook, SG",Oklahoma City Thunder,"$3,341,558"
202,"Thabo Sefolosha, F",Oklahoma City Thunder,"$3,300,000"
203,"Ekpe Udoh, F",Milwaukee Bucks,"$3,294,960"
204,"Nick Collison, F",Oklahoma City Thunder,"$3,272,997"
205,"Chris Duhon, PG",Orlando Magic,"$3,250,000"
206,"Will Bynum, PG",Detroit Pistons,"$3,250,000"
207,"Johan Petro, C",New Jersey Nets,"$3,250,000"
208,"D.J. Augustin, G",Charlotte Bobcats,"$3,236,470"
209,"Tony Allen, SG",Memphis Grizzlies,"$3,150,000"
210,"Shawne Williams, SF",New Jersey Nets,"$3,135,000"
RK,NAME,TEAM,SALARY
211,"Shane Battier, SF",Miami Heat,"$3,135,000"
212,"Stephen Curry, PG",Golden State Warriors,"$3,117,120"
213,"Brook Lopez, C",New Jersey Nets,"$3,076,983"
214,"Jan Vesely, PF",Washington Wizards,"$3,065,040"
215,"Corey Brewer, F",Denver Nuggets,"$3,059,000"
216,"Jerryd Bayless, G",Toronto Raptors,"$3,042,280"
217,"Greg Monroe, C",Detroit Pistons,"$3,007,920"
218,"Jason Thompson, PF",Sacramento Kings,"$3,001,284"
219,"Travis Outlaw, SF",Sacramento Kings,"$3,000,000"
220,"Jeff Foster, PF",Indiana Pacers,"$3,000,000"
RK,NAME,TEAM,SALARY
221,"Josh McRoberts, PF",Los Angeles Lakers,"$3,000,000"
222,"Chris Wilcox, PF",Boston Celtics,"$3,000,000"
223,"Vince Carter, G",Dallas Mavericks,"$3,000,000"
224,"Anthony Randolph, SF",Minnesota Timberwolves,"$2,911,231"
225,"Robin Lopez, C",Phoenix Suns,"$2,862,602"
226,"Julian Wright, SF",Toronto Raptors,"$2,858,057"
227,"Jordan Hill, C",Los Angeles Lakers,"$2,855,760"
228,"Mark Madsen, PF",Minnesota Timberwolves,"$2,840,000"
229,"James Johnson, PF",Toronto Raptors,"$2,812,006"
230,"Bismack Biyombo, C",Charlotte Bobcats,"$2,798,040"
RK,NAME,TEAM,SALARY
231,"Lou Amundson, PF",Indiana Pacers,"$2,763,450"
232,"Al-Farouq Aminu, SF",New Orleans Hornets,"$2,755,560"
233,"Eduardo Najera, PF",Charlotte Bobcats,"$2,750,000"
234,"Marreese Speights, F",Memphis Grizzlies,"$2,721,255"
235,"Gordon Hayward, SF",Utah Jazz,"$2,709,720"
236,"Dahntay Jones, SG",Indiana Pacers,"$2,700,000"
237,"David Andersen, C",Fenerbahce Ulker Fenerbahce Ulker,"$2,685,185"
238,"Jrue Holiday, PG",Philadelphia 76ers,"$2,674,852"
239,"Roy Hibbert, C",Indiana Pacers,"$2,588,590"
240,"Brandon Knight, PG",Detroit Pistons,"$2,563,320"
RK,NAME,TEAM,SALARY
241,"Ersan Ilyasova, PF",Milwaukee Bucks,"$2,541,000"
242,"Kenyon Martin, PF",LA Clippers,"$2,500,000"
243,"Aaron Gray, C",Toronto Raptors,"$2,500,000"
244,"Reggie Williams, SF",Charlotte Bobcats,"$2,500,000"
245,"Jason Smith, F",New Orleans Hornets,"$2,500,000"
246,"DeShawn Stevenson, SG",New Jersey Nets,"$2,500,000"
247,"Brandon Jennings, G",Milwaukee Bucks,"$2,493,720"
248,"JaVale McGee, C",Denver Nuggets,"$2,462,400"
249,"Quentin Richardson, SF",Orlando Magic,"$2,446,200"
250,"Paul George, F",Indiana Pacers,"$2,406,240"
RK,NAME,TEAM,SALARY
251,"Ricky Davis, SG",LA Clippers,"$2,400,000"
252,"Kemba Walker, PG",Charlotte Bobcats,"$2,356,320"
253,"JJ Hickson, C",Portland Trail Blazers,"$2,354,537"
254,"Jimmer Fredette, G",Sacramento Kings,"$2,339,040"
255,"JR Smith, G",New York Knicks,"$2,338,709"
256,"Derek Fisher, PG",Oklahoma City Thunder,"$2,329,545"
257,"Cole Aldrich, C",Oklahoma City Thunder,"$2,286,000"
258,"Gerald Henderson, SG",Charlotte Bobcats,"$2,250,600"
259,"Anthony Parker, SG",Cleveland Cavaliers,"$2,250,000"
260,"Keyon Dooling, PG",Boston Celtics,"$2,246,400"
RK,NAME,TEAM,SALARY
261,"Ben Wallace, PF",Detroit Pistons,"$2,246,400"
262,"Ryan Anderson, PF",Orlando Magic,"$2,244,601"
263,"Courtney Lee, G",Houston Rockets,"$2,225,093"
264,"Ed Davis, C",Toronto Raptors,"$2,207,040"
265,"Kosta Koufos, C",Denver Nuggets,"$2,203,792"
266,"Xavier Henry, SG",New Orleans Hornets,"$2,171,640"
267,"Nicolas Batum, PF",Portland Trail Blazers,"$2,155,365"
268,"Josh Howard, SF",Utah Jazz,"$2,150,000"
269,"Tyler Hansbrough, PF",Indiana Pacers,"$2,138,040"
270,"Klay Thompson, SG",Golden State Warriors,"$2,126,520"
RK,NAME,TEAM,SALARY
271,"Alec Burks, SG",Utah Jazz,"$2,111,160"
272,"Goran Dragic, PG",Houston Rockets,"$2,108,000"
273,"Anthony Johnson, PG",Orlando Magic,"$2,062,800"
274,"Brent Barry, SG",Houston Rockets,"$2,062,800"
275,"Anthony Tolliver, PF",Minnesota Timberwolves,"$2,050,000"
276,"Darrell Arthur, F",Phoenix Suns,"$2,027,119"
277,"Aaron Brooks, G",Minnesota Timberwolves,"$2,016,692"
278,"Markieff Morris, PF",Phoenix Suns,"$2,005,560"
279,"D.J. White, PF",Charlotte Bobcats,"$2,001,167"
280,"Chauncey Billups, PG",LA Clippers,"$2,000,032"
RK,NAME,TEAM,SALARY
281,"Dante Cunningham, F",Memphis Grizzlies,"$2,000,000"
282,"Earl Watson, PG",Utah Jazz,"$2,000,000"
283,"Rasho Nesterovic, C",Toronto Raptors,"$1,990,000"
284,"Patrick Patterson, PF",Houston Rockets,"$1,959,960"
285,"Austin Daye, SF",Detroit Pistons,"$1,929,600"
286,"Matt Barnes, SF",Los Angeles Lakers,"$1,906,200"
287,"Luke Babbitt, F",Portland Trail Blazers,"$1,892,280"
288,"Larry Sanders, PF",Milwaukee Bucks,"$1,861,920"
289,"Omer Asik, C",Chicago Bulls,"$1,857,500"
290,"Marcus Morris Sr., SF",Houston Rockets,"$1,823,280"
RK,NAME,TEAM,SALARY
291,"Dikembe Mutombo, C",Houston Rockets,"$1,823,280"
292,"Kawhi Leonard, SF",San Antonio Spurs,"$1,809,840"
293,"Keith Bogans, SG",New Jersey Nets,"$1,728,000"
294,"Nikola Vucevic, C",Philadelphia 76ers,"$1,719,480"
295,"Kevin Seraphin, C",Washington Wizards,"$1,680,360"
296,"Donte Greene, SF",Sacramento Kings,"$1,679,914"
297,"Renaldo Balkman, SF",New York Knicks,"$1,675,000"
298,"Ty Lawson, G",Denver Nuggets,"$1,654,440"
299,"Eric Bledsoe, SG",LA Clippers,"$1,596,360"
300,"Jeff Teague, PG",Atlanta Hawks,"$1,579,920"
RK,NAME,TEAM,SALARY
301,"Sebastian Telfair, PG",Phoenix Suns,"$1,567,500"
302,"Gustavo Ayon, PF",New Orleans Hornets,"$1,567,500"
303,"Iman Shumpert, G",New York Knicks,"$1,563,120"
304,"George Hill, PG",Indiana Pacers,"$1,540,493"
305,"Avery Bradley, PG",Boston Celtics,"$1,524,480"
306,"Eric Maynor, PG",Oklahoma City Thunder,"$1,516,680"
307,"Greg Oden, C",Miami Heat,"$1,500,000"
308,"Jeff Ayres, F",Indiana Pacers,"$1,500,000"
309,"Gary Forbes, F",Toronto Raptors,"$1,500,000"
310,"James Jones, SG",Miami Heat,"$1,500,000"
RK,NAME,TEAM,SALARY
311,"Chris Singleton, SF",Washington Wizards,"$1,485,000"
312,"Alexis Ajinca, C",LA Clippers,"$1,467,840"
313,"Darren Collison, PG",Indiana Pacers,"$1,455,960"
314,"Elliot Williams, SG",Portland Trail Blazers,"$1,442,880"
315,"Tobias Harris, PF",Milwaukee Bucks,"$1,418,160"
316,"Craig Brackins, PF",Philadelphia 76ers,"$1,404,960"
317,"James Anderson, SG",San Antonio Spurs,"$1,402,540"
318,"Zydrunas Ilgauskas, C",Miami Heat,"$1,399,507"
319,"Eddie House, SG",Miami Heat,"$1,399,507"
320,"Nolan Smith, PG",Portland Trail Blazers,"$1,365,720"
RK,NAME,TEAM,SALARY
321,"Jamaal Tinsley, PG",Utah Jazz,"$1,352,181"
322,"Kurt Thomas, PF",Portland Trail Blazers,"$1,352,181"
323,"Shaquille O'Neal, C",Boston Celtics,"$1,352,181"
324,"Roko-Leni Ukic, PG",Milwaukee Bucks,"$1,350,000"
325,"Omri Casspi, F",Cleveland Cavaliers,"$1,341,960"
326,"Hamed Ehaddadi, C",Memphis Grizzlies,"$1,300,000"
327,"Trevor Booker, F",Washington Wizards,"$1,294,920"
328,"Byron Mullens, C",Charlotte Bobcats,"$1,288,200"
329,"Serge Ibaka, F",Oklahoma City Thunder,"$1,288,200"
330,"Kenneth Faried, F",Denver Nuggets,"$1,254,720"
RK,NAME,TEAM,SALARY
331,"Damion James, SF",New Jersey Nets,"$1,243,080"
332,"Rodrigue Beaubois, PG",Dallas Mavericks,"$1,236,720"
333,"Brian Cook, PF",Washington Wizards,"$1,223,166"
334,"Royal Ivey, PG",Oklahoma City Thunder,"$1,200,000"
335,"Taj Gibson, F",Chicago Bulls,"$1,195,680"
336,"Dominique Jones, SG",Dallas Mavericks,"$1,193,280"
337,"Sam Young, SF",Philadelphia 76ers,"$1,184,750"
338,"Earl Clark, SF",Orlando Magic,"$1,160,000"
339,"Reggie Jackson, PG",Oklahoma City Thunder,"$1,156,320"
340,"Wayne Ellington, SG",Minnesota Timberwolves,"$1,154,040"
RK,NAME,TEAM,SALARY
341,"Quincy Pondexter, F",Memphis Grizzlies,"$1,153,800"
342,"Toney Douglas, PG",New York Knicks,"$1,145,640"
343,"Jordan Hamilton, SG",Denver Nuggets,"$1,121,520"
344,"Jordan Crawford, G",Washington Wizards,"$1,120,440"
345,"Greivis Vasquez, PG",New Orleans Hornets,"$1,113,600"
346,"Stephen Graham, SF",Milwaukee Bucks,"$1,106,941"
347,"Joey Graham, SF",Cleveland Cavaliers,"$1,106,941"
348,"Daniel Orton, C",Orlando Magic,"$1,105,560"
349,"Christian Eyenga, SF",Los Angeles Lakers,"$1,097,520"
350,"Lazar Hayward, SF",Oklahoma City Thunder,"$1,097,520"
RK,NAME,TEAM,SALARY
351,"Cory Joseph, PG",San Antonio Spurs,"$1,074,720"
352,"Alando Tucker, SF",Minnesota Timberwolves,"$1,071,720"
353,"Von Wafer, SG",Orlando Magic,"$1,069,509"
354,"MarShon Brooks, G",New Jersey Nets,"$1,063,865"
355,"Stephen Jackson, SF",San Antonio Spurs,"$1,059,750"
356,"DeJuan Blair, C",San Antonio Spurs,"$1,054,000"
357,"JaJuan Johnson, PF",Boston Celtics,"$1,042,320"
358,"Quinton Ross, SF",Brooklyn Nets,"$1,033,342"
359,"Jawad Williams, SF",Cleveland Cavaliers,"$1,029,389"
360,"Earl Barron, C",Golden State Warriors,"$1,027,424"
RK,NAME,TEAM,SALARY
361,"Jimmy Butler, SF",Chicago Bulls,"$1,020,960"
362,"Jon Brockman, PF",Milwaukee Bucks,"$1,000,000"
363,"Jeremy Pargo, PG",Memphis Grizzlies,"$1,000,000"
364,"Shavlik Randolph, PF",Denver Nuggets,"$992,680"
365,"Ian Mahinmi, C",Dallas Mavericks,"$915,852"
366,"John Lucas III, PG",Chicago Bulls,"$915,852"
367,"Brandan Wright, F",Dallas Mavericks,"$915,852"
368,"Henry Walker, SF",New York Knicks,"$885,120"
369,"DeMarre Carroll, F",Utah Jazz,"$885,120"
370,"Alexander Johnson, SF",Miami Heat,"$885,120"
RK,NAME,TEAM,SALARY
371,"Pops Mensah-Bonsu, PF",Denver Nuggets,"$885,120"
372,"Salim Stoudamire, SG",Atlanta Hawks,"$884,881"
373,"Patrick Ewing Jr., SF",New Orleans Pelicans,"$884,293"
374,"Quincy Douby, SG",Sacramento Kings,"$855,189"
375,"Marcus Haislip, F",San Antonio Spurs,"$855,189"
376,"Mouhamed Sene, C",New York Knicks,"$855,189"
377,"Anthony Roberson, SG",Chicago Bulls,"$855,189"
378,"Tarence Kinsey, SG",Golden State Warriors,"$855,189"
379,"Javaris Crittenton, PG",Washington Wizards,"$854,389"
380,"Jannero Pargo, PG",Atlanta Hawks,"$854,389"
RK,NAME,TEAM,SALARY
381,"Darius Miles, SF",Memphis Grizzlies,"$854,389"
382,"Kyle Weaver, SG",Memphis Grizzlies,"$854,389"
383,"Derrick Byars, SF",San Antonio Spurs,"$854,389"
384,"Luke Jackson, SF",Miami Heat,"$854,389"
385,"Josh Davis, SF",Memphis Grizzlies,"$854,389"
386,"Kenny Thomas, PF",Sacramento Kings,"$854,389"
387,"Jodie Meeks, G",Philadelphia 76ers,"$854,389"
388,"Mickael Pietrus, SF",Boston Celtics,"$854,389"
389,"Jamaal Magloire, C",Toronto Raptors,"$854,389"
390,"Melvin Ely, C",Washington Wizards,"$854,389"
RK,NAME,TEAM,SALARY
391,"Maurice Evans, SG",Washington Wizards,"$854,389"
392,"Hassan Whiteside, C",Sacramento Kings,"$854,389"
393,"Dominic McGuire, PF",Golden State Warriors,"$854,389"
394,"Mike Harris, SF",Utah Jazz,"$854,389"
395,"Dwayne Jones II, PF",Utah Jazz,"$854,389"
396,"Derrick Brown, SF",Charlotte Bobcats,"$854,389"
397,"Malik Hairston, SG",San Antonio Spurs,"$854,389"
398,"Tracy McGrady, SG",Atlanta Hawks,"$854,389"
399,"Trey Johnson, SG",New Orleans Hornets,"$854,389"
400,"Antoine Wright, SF",Sacramento Kings,"$854,389"
RK,NAME,TEAM,SALARY
401,"Sean May, C",Sacramento Kings,"$854,389"
402,"Luther Head, PG",Sacramento Kings,"$854,389"
403,"Reggie Evans, C",LA Clippers,"$854,389"
404,"Roger Mason Jr., SG",Washington Wizards,"$854,389"
405,"Coby Karl, PG",Denver Nuggets,"$854,389"
406,"Craig Smith, PF",Portland Trail Blazers,"$854,389"
407,"Fabricio Oberto, C",Portland Trail Blazers,"$854,389"
408,"Sasha Pavlovic, SG",Boston Celtics,"$854,389"
409,"Jared Jeffries, PF",New York Knicks,"$854,389"
410,"A.J. Price, PG",Indiana Pacers,"$854,389"
