0,1,2,3
RK,NAME,TEAM,SALARY
1,"Kevin Garnett, PF",Minnesota Timberwolves,"$19,600,000"
2,"Shaquille O'Neal, C",Los Angeles Lakers,"$19,285,000"
3,"Alonzo Mourning, C",Miami Heat,"$16,879,000"
4,"Juwan Howard, PF",Dallas Mavericks,"$16,875,000"
5,"Hakeem Olajuwon, C",Houston Rockets,"$16,685,000"
6,"Karl Malone, PF",Utah Jazz,"$15,750,000"
7,"Dikembe Mutombo, C",Philadelphia 76ers,"$14,422,000"
8,"Patrick Ewing, C",Seattle SuperSonics,"$14,000,000"
9,"David Robinson, C",San Antonio Spurs,"$13,196,000"
10,"Scottie Pippen, SF",Portland Trail Blazers,"$13,151,000"
RK,NAME,TEAM,SALARY
11,"Rasheed Wallace, PF",Portland Trail Blazers,"$12,600,000"
12,"Larry Johnson, F",New York Knicks,"$12,485,000"
13,"Gary Payton, PG",Seattle SuperSonics,"$12,200,000"
14,"Tim Hardaway, G",Miami Heat,"$12,000,000"
15,"Chris Webber, C",Sacramento Kings,"$12,000,000"
16,"Shawn Kemp, C",Portland Trail Blazers,"$11,720,000"
17,"Damon Stoudamire, PG",Portland Trail Blazers,"$11,250,000"
18,"John Stockton, G",Utah Jazz,"$11,000,000"
19,"Antonio McDyess, PF",Denver Nuggets,"$10,800,000"
20,"Reggie Miller, SG",Indiana Pacers,"$10,666,000"
RK,NAME,TEAM,SALARY
21,"Arvydas Sabonis, C",Portland Trail Blazers,"$10,636,000"
22,"Zydrunas Ilgauskas, C",Cleveland Cavaliers,"$10,130,000"
23,"Anfernee Hardaway, SF",Phoenix Suns,"$10,130,000"
24,"Stephon Marbury, PG",New Jersey Nets,"$10,130,000"
25,"Antoine Walker, PF",Boston Celtics,"$10,125,000"
26,"Shareef Abdur-Rahim, PF",Vancouver Grizzlies,"$10,125,000"
27,"Allen Iverson, SG",Philadelphia 76ers,"$10,125,000"
28,"Latrell Sprewell, SG",New York Knicks,"$10,125,000"
29,"Vin Baker, PF",Seattle SuperSonics,"$10,125,000"
30,"Ray Allen, SG",Milwaukee Bucks,"$10,125,000"
RK,NAME,TEAM,SALARY
31,"Kobe Bryant, SF",Los Angeles Lakers,"$10,125,000"
32,"Bryant Reeves, C",Vancouver Grizzlies,"$10,110,000"
33,"Tracy McGrady, SG",Orlando Magic,"$9,658,000"
34,"Tim Duncan, C",San Antonio Spurs,"$9,658,000"
35,"Jalen Rose, SG",Indiana Pacers,"$9,658,000"
36,"Grant Hill, SF",Orlando Magic,"$9,658,000"
37,"Vlade Divac, C",Sacramento Kings,"$9,641,000"
38,"Tom Gugliotta, PF",Phoenix Suns,"$9,336,000"
39,"Allan Houston, SG",New York Knicks,"$9,000,000"
40,"Keith Van Horn, PF",New Jersey Nets,"$9,000,000"
RK,NAME,TEAM,SALARY
41,"Eddie Jones, SG",Miami Heat,"$8,960,000"
42,"Brian Grant, PF",Miami Heat,"$8,897,000"
43,"Tim Thomas, PF",Milwaukee Bucks,"$8,507,000"
44,"Michael Finley, SG",Dallas Mavericks,"$8,400,000"
45,"Shawn Bradley, C",Dallas Mavericks,"$8,370,000"
46,"Terrell Brandon, PG",Minnesota Timberwolves,"$8,325,000"
47,"Nick Van Exel, PG",Denver Nuggets,"$8,184,000"
48,"Glenn Robinson, SF",Milwaukee Bucks,"$8,120,000"
49,"Steve Smith, SG",Portland Trail Blazers,"$8,100,000"
50,"Elden Campbell, C",Charlotte Hornets,"$8,050,000"
RK,NAME,TEAM,SALARY
51,"Derrick Coleman, PF",Charlotte Hornets,"$8,040,000"
52,"Avery Johnson, PG",San Antonio Spurs,"$8,000,000"
53,"Horace Grant, C",Los Angeles Lakers,"$7,843,000"
54,"Theo Ratliff, C",Philadelphia 76ers,"$7,800,000"
55,"Jason Kidd, PG",Phoenix Suns,"$7,630,000"
56,"Glen Rice, SF",New York Knicks,"$7,578,000"
57,"Kenny Anderson, PG",Boston Celtics,"$7,520,000"
58,"Matt Geiger, C",Philadelphia 76ers,"$7,515,000"
59,"Tyrone Hill, PF",Philadelphia 76ers,"$7,415,000"
60,"Toni Kukoc, SF",Atlanta Hawks,"$7,167,000"
RK,NAME,TEAM,SALARY
61,"Clifford Robinson, PF",Phoenix Suns,"$6,890,000"
62,"Christian Laettner, PF",Washington Wizards,"$6,625,000"
63,"Chris Dudley, C",Phoenix Suns,"$6,200,000"
64,"Jamal Mashburn, SF",Charlotte Hornets,"$6,200,000"
65,"Dale Davis, PF",Portland Trail Blazers,"$6,175,000"
66,"Alan Henderson, PF",Atlanta Hawks,"$5,909,000"
67,"P.J. Brown, PF",Charlotte Hornets,"$5,764,000"
68,"Luc Longley, C",New York Knicks,"$5,750,000"
69,"Marcus Camby, C",New York Knicks,"$5,750,000"
70,"Jermaine O'Neal, C",Indiana Pacers,"$5,700,000"
RK,NAME,TEAM,SALARY
71,"Donyell Marshall, PF",Utah Jazz,"$5,630,000"
72,"Bryant Stith, G",Boston Celtics,"$5,620,000"
